TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
N25328,,,Evans 33585,Free,,,,,,1798,"The Cuckold's chronicle: being select trials for adultry [sic], incest, imbecility, ravishment, &c. : Volume I.",Trials (Sex crimes).,195
N25332,,,Evans 33589,Free,"Currie, William, 1754-1828.",Currie, William,male, 1754-1828.,1798,"Memoirs of the yellow fever, which prevailed in Philadelphia, and other parts of the United States of America, in the summer and autumn of the present year, 1798. Including, tables of the weather, and the daily returns of the sick and dead; the proceedings of the Board of Health, and Guardians of the Poor. : With the various events of each day, noted at the time of their occurrence; and the publications which appeared in the different newspapers, during the continuance of the disease, dissections at Boston, &c. &c. : To which is added, a collections of facts respecting the origin of the fever. / By William Currie, S.C.M.P. author of ""An historical account of the climates and diseases of the United States."" And of ""Observations on the causes and cure of bilious fevers."" &c. &c. ; [Six lines of verse]",Yellow fever -- United States.; Yellow fever -- Pennsylvania -- Philadelphia,147
N25333,,,Evans 33590,Free,"Currie, William, 1754-1828.",Currie, William,male, 1754-1828.,1798,"Observations on the causes and cure of remitting or bilious fevers. To which is annexed, an abstract of the opinions and practice of different authors; and an appendix, exhibiting facts and reflections relative to the synochus icteroides, or yellow fever. / By William Currie, Fellow of the College of Physicians of Philadelphia, &c. ; [Two lines of verse]",Yellow fever.; Diseases -- Causes and theories of causation.,231
N25334,,,Evans 33591,Free,"Currie, William, 1754-1828.",Currie, William,male, 1754-1828.,1798,Of the cholera.,"Gastroenteritis; Diarrhea, Infantile.",15
N25336,,,Evans 33593,Free,,,,,,1798,"Cynthia, with the tragical account of the unfortunate loves of Almerin and Desdemona: : being a novel. Illustrated with a variety of the chances of fortune; moralized with many useful observations, whereby the reader may reap both pleasure and profit.",Chapbooks.,108
N25340,,,Evans 33600,Free,"Darwin, Erasmus, 1731-1802.; Smith, E. H. (Elihu Hubbard), 1771-1798, ed.; Tanner, Benjamin, 1775-1848, engraver.",Darwin, Erasmus,male," 1731-1802.; Smith, E. H. (Elihu Hubbard), 1771-1798, ed.; Tanner, Benjamin, 1775-1848, engraver.",1798,"The botanic garden. A poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. : With philosophical notes.",Botany -- Poetry.; Natural history -- Poetry.; Poems -- 1798.,427
N25341,,,Evans 33601,Free,"Darwin, Erasmus, 1731-1802.; Thackara, James, 1767-1848, engraver.; Peddle, M., Mrs. Rudiments of taste.",Darwin, Erasmus,male," 1731-1802.; Thackara, James, 1767-1848, engraver.; Peddle, M., Mrs. Rudiments of taste.",1798,"A plan for the conduct of female education, in boarding schools, private families, and public seminaries. By Erasmus Darwin, M.D. F.R.S. author of Zoonomia, and of The botanic garden. ; To which are added, Rudiments of taste, in a series of letters from a mother to her daughters. ; Embellished with an elegant frontispiece.",Women -- Education.; Young women -- Conduct of life.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,305
N25347,,,Evans 33609,Free,"Davis, John, 1774-1854.",Davis, John,male, 1774-1854.,1798,A tribute to the United States. A poem. / By John Davis. ; [One line of Latin quotation],United States -- Poetry.; Poems -- 1798.,8
N25349,,,Evans 33612,Free,"Day, Thomas, 1777-1855.; Tallmadge, Benjamin, 1754-1835, dedicatee.; Connecticut Society of the Cincinnati.",Day, Thomas,male," 1777-1855.; Tallmadge, Benjamin, 1754-1835, dedicatee.; Connecticut Society of the Cincinnati.",1798,"An oration, on party spirit, pronounced before the Connecticut Society of Cincinnati, convened at Hartford, for the celebration of American independence, on the 4th of July, 1798. / By Thomas Day.",Federal Party (U.S.).; United States -- Politics and government -- 1797-1801.; Fourth of July orations -- 1798.,29
N25359,,,Evans 33628,Free,"De Saussure, Henry William, 1763-1839.; American Revolution Society (Charleston, S.C.).; South-Carolina State Society of Cincinnati.",De Saussure, Henry William, Henry William," 1763-1839.; American Revolution Society (Charleston, S.C.).; South-Carolina State Society of Cincinnati.",1798,"An oration, prepared, to be delivered in St. Phillip's Church, before the inhabitants of Charleston, South-Carolina, on the Fourth of July, 1798. In commemoration of American independence. : By appointment of the American Revolution Society. Published at the request of that society, and also of the South-Carolina State Society of the Cincinnati. / By Henry William Desaussure, a member of the Revolution society, and intendant of the city of Charleston.",Fourth of July orations -- 1798.,49
N25361,,,Evans 33632,Free,"De Witt, Benjamin, 1774-1819.",De Witt, Benjamin,male, 1774-1819.,1798,"A memoir on the salt springs and salt manufactories in the western part of the state of New-York; describing the situation and appearance of the springs, the nature and contents of the waters, and the process by which the salt is procured, &c. / By Benjamin De Witt, M.D. corresponding and honorary member of several learned medical, chemical and philosophical societies. ; Read before the Society for the Promotion of Agriculture, Arts and Manufactories of the State of New-York, held at the city of Albany, February 28, 1798.",Saline waters -- New York (State).; Salt industry and trade -- New York (State),29
N25362,,,Evans 33633,Free,"Dexter, Andrew, 1779-1837.; Rhode Island College (1764-1804).",Dexter, Andrew, Andrew, 1779-1837.; Rhode Island College (1764-1804).,1798,"An oration, on the importance of science and religion, particularly to American youth. Pronounced in the Baptist Meeting-House in Providence, at the commencement of Rhode-Island College, September 5, A.D. 1798. / By Andrew Dexter, Jun. A.B. ; Published at the request of the students.",Religion and science.,8
N25372,,,Evans 33647,Free,"Dickinson, John, 1732-1808.; Duane, William, 1760-1835.",Dickinson, John,male," 1732-1808.; Duane, William, 1760-1835.",1798,"A caution; or, Reflections on the present contest between France and Great-Britain.","Anglo-French War, 1793-1802.; France -- History -- Revolution, 1789-1799 -- Songs and music.; United States -- History -- 1797-1801.; Songs.",14
N25374,,,Evans 33650,Free,"Dunham, Josiah, 1769-1844.",Dunham, Josiah,male, 1769-1844.,1798,"An oration, for the fourth of July, 1798; delivered in the meeting-house, in the vicinity of Dartmouth-College, at Hanover, in Newhampshire, at the request of the inhabitants of said Hanover, and the adjacent towns, who assembled there for the celebration of the 22d anniversary of American independence, and published by their desire. / By Josiah Dunham, A.M. ; [Five lines of quotations]",Fourth of July orations -- 1798.; National songs.,15
N25375,,,Evans 33652,Free,"Dunlap, William, 1766-1839.; André, John, 1751-1780. Cow chace.; Old American Company.",Dunlap, William,male," 1766-1839.; André, John, 1751-1780. Cow chace.; Old American Company.",1798,"Andre; a tragedy, in five acts: as performed by the Old American Company, New-York, March 30, 1798. : To which are added, authentic documents respecting Major Andre; consisting of letters to Miss Seward, The cow chace, proceedings of the court martial, &c. : Copy right secured.","André, John, 1751-1780.; André, John, 1751-1780 -- Drama.; Arnold, Benedict, 1741-1801 -- Drama.; United States -- History -- Revolution, 1775-1783 -- Drama.; Plays -- 1798.; Booksellers' advertisements -- New York (N.Y.).",111
N25377,,,Evans 33655,Free,"Dwight, Theodore, 1764-1846.",Dwight, Theodore, Theodore, 1764-1846.,1798,"An oration, spoken at Hartford, in the state of Connecticut, on the anniversary of American independence, July 4th, 1798. By Theodore Dwight.",United States -- Politics and government -- 1797-1801; Fourth of July orations -- 1798.,32
N25378,,,Evans 33656,Free,"Dwight, Timothy, 1752-1817.",Dwight, Timothy,male, 1752-1817.,1798,"The duty of Americans, at the present crisis, illustrated in a discourse, preached on the fourth of July, 1798; / by the Reverend Timothy Dwight, D.D. president of Yale-College; at the request of the citizens of New-Haven.",Fourth of July orations -- 1798.,33
N25379,,,Evans 33657,Free,"Dwight, Timothy, 1752-1817.; Yale College. Class of 1797.",Dwight, Timothy,male, 1752-1817.; Yale College. Class of 1797.,1798,"The nature, and danger, of infidel philosophy, exhibited in two discourses, addressed to the candidates for the Baccalaureate, in Yale College, / by the Rev. Timothy Dwight, D.D. president of Yale College; September 9th, 1797.",Apologetics -- 18th century.; Skepticism.; Baccalaureate addresses -- 1797.,93
N25380,,,Evans 33658,Free,"Eacker, George I., d. 1804.; Tammany Society, or Columbian Order (N.Y.).",Eacker, George I., George I.," d. 1804.; Tammany Society, or Columbian Order (N.Y.).",1798,"Observations on the national character of the Americans: an oration, delivered before the Tammany Society, on the 12th of May, 1798. / By George I. Eacker.","National characteristics, American.",21
N25382,,,Evans 33663,Free,,,,,,1798,"The Echo: or Federal songster. Being a large collection of the most celebrated, modern poetical writings, of different authors.",Freemasonry -- Songs and music.; Dance.; Toasts.; Songsters.,246
N25390,,,Evans 33672,Free,"Emerson, Samuel, 1765-1851.",Emerson, Samuel,male, 1765-1851.,1798,"An oration, pronounced at Kennebunk, on the Fourth of July, 1798; the anniversary of American independence. By Dr. Samuel Emerson.",Fourth of July orations -- 1798.,21
N25393,,,Evans 33675,Free,"Emmons, Nathanael, 1745-1840.; Massachusetts. General Court.",Emmons, Nathanael, Nathanael, 1745-1840.; Massachusetts. General Court.,1798,"A sermon, preached before His Excellency Increase Sumner, Esq. governor; His Honor Moses Gill, Esq. lieutenant-governor; the Honorable the Council, Senate, and House of Representatives, of the Commonwealth of Massachusetts, May 30, 1798. Being the day of general election. / By Nathanael Emmons, A.M. Pastor of the church in Franklin.",Election sermons -- Massachusetts -- 1798.,30
N25399,,,Evans 33700,Free,,,,,,1798,"Eugenius and Selima; or, The fatal effects of parental tyranny. A moral story.",Parent and child.,13
N25408,,,Evans 33718,Free,"Faust, Bernhard Christoph, 1755-1842.; Gregory, James, 1753-1821.; Rush, Benjamin, 1746-1813.; Williamson, Hugh, 1735-1819.; Basse, J. H., tr.",Faust, Bernhard Christoph, Bernhard Christoph," 1755-1842.; Gregory, James, 1753-1821.; Rush, Benjamin, 1746-1813.; Williamson, Hugh, 1735-1819.; Basse, J. H., tr.",1798,"The catechism of health; selected from the German of Dr. Faust ; and considerably improved by Dr. Gregory, of Edinburgh. ; Published for the use of the citizens of the United States: at the recommendation of Dr. Rush, of Philadelphia; and Dr. Williamson, of North-Carolina, now residing in New-York, &c.",Health.; Hygiene.,160
N25411,,,Evans 33728,Free,"Lovechild, Mrs., 1743-1813.",Lovechild, Mrs.,female, 1743-1813.,1798,"Fables in monosyllables by Mrs. Teachwell, ; to which are added morals in dialogues between a mother and children. ; [Six lines from Rousseau]",Fables.; Juvenile literature -- 1798.,94
N25412,,,Evans 33729,Free,"Fennell, James, 1766-1816.",Fennell, James,male, 1766-1816.,1798,Description of the principles and plan of proposed establishments of salt works; for the purpose of supplying the United States with home made salt. / By James Fennell.,Salt industry and trade -- United States.,54
N25415,,,Evans 33732,Free,"Fessenden, Caleb Page, 1780-1800.",Fessenden, Caleb Page, Caleb Page, 1780-1800.,1798,"An oration, delivered at Conway, before a respectable number of the inhabitants of Conway, Eaton, and Bartlett, on the fourth day of July, 1798, being the 21st anniversary of American independence. / By Caleb Page Fessenden. ; [Three lines from Shakespeare] ; (Published at the request of the committee of the day.)",Fourth of July orations -- 1798.,17
N25416,,,Evans 33734,Free,,,,,,1796,"Fidelity rewarded: or, The history of Polly Granville. In a series of letters; giving an account of her suffering for her stedfast adherance to her promise; and also of her deliverance from her troubles, and her marriage, in consequence of her father's commencing a virtuous and religious course of life.",Novels.,98
N25420,,,Evans 33740,Free,"Fletcher, Ebenezer, 1761-1831.",Fletcher, Ebenezer, Ebenezer, 1761-1831.,1798,"A narrative of the captivity and sufferings of Mr. Ebenezer Fletcher, of Newipswich, who was wounded at Hubbarston [sic], in the year 1777, and taken prisoner by the British, and, after recovering a little from his wounds, made his escape from them, and returned back to Newipswich. / Written by himself.","United States. -- Continental Army -- Biography.; Indian captivities; Hubbardton, Battle of, Hubbardton, Vt., 1777.; United States -- History -- Revolution, 1775-1783 -- Personal narratives.; Captivity narratives.",27
N25421,,,Evans 33741,Free,"Trenchard, James, b. 1747, engraver.; Hayley, William, 1745-1820. History of Amelia, or Malevolence defeated.",Trenchard, James,male," b. 1747, engraver.; Hayley, William, 1745-1820. History of Amelia, or Malevolence defeated.",1798,"Amelia; or, The faithless Briton. An original American novel, founded upon recent facts. : To which is added, Amelia, or Malevolence defeated; and, Miss Seward's Monody on Major Andre.","André, John, 1751-1780.; Executions and executioners -- United States.; United States -- History -- Revolution, 1775-1783 -- Poetry.; Poems -- 1798.",212
N25426,,,Evans 33744,Free,Young lady of the state of New-York.,Young lady of the state of New-York.,,,,1798,"The fortunate discovery. Or, The history of Henry Villars. By a young lady of the state of New-York.",Novels.,183
N25428,,,Evans 33746,Free,"Foss, John, d. 1800.; Humphreys, David, 1752-1818. Poem on the happiness of America.",Foss, John,male," d. 1800.; Humphreys, David, 1752-1818. Poem on the happiness of America.",1798,"A journal, of the captivity and sufferings of John Foss; several years a prisoner in Algiers: together with some account of the treatment of Christian slaves when sick:-- and observations of the manners and customs of the Algerines. : Published according to act of Congress.","Foss, John, d. 1800.; Slavery -- Algeria.; Algeria -- History -- 1516-1830.; Algeria -- Description and travel.; Poems -- 1798.; Captivity narratives.; Diaries.",81
N25429,,,Evans 33747,Free,"Foss, John, d. 1800.; Paine, Robert Treat, 1773-1811.; Citizen of Newburyport. Algerine slaves.; Algeria. Treaties, etc. United States. 1795 Sept. 5.",Foss, John,male," d. 1800.; Paine, Robert Treat, 1773-1811.; Citizen of Newburyport. Algerine slaves.; Algeria. Treaties, etc. United States. 1795 Sept. 5.",1798,"A journal, of the captivity and sufferings of John Foss; several years a prisoner at Algiers: together with some account of the treatment of Christian slaves when sick:-- and observations of the manners and customs of the Algerines. : [Eight lines of verse]","Foss, John, d. 1800.; Slavery -- Algeria.; Algeria -- History -- 1516-1830.; Algeria -- Description and travel.; Poems -- 1798.; Captivity narratives.; Diaries.",188
N25430,,,Evans 33748,Free,"Foster, Hannah Webster, 1759-1840.",Foster, Hannah Webster, Hannah Webster, 1759-1840.,1798,"The boarding school; or, Lessons of a preceptress to her pupils: consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies. : To which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other. / By a lady of Massachusetts; author of The coquette.; Published according to act of Congress.",Women -- Education -- Early works to 1800; Conduct of life -- Early works to 1800.; Etiquette for women -- Early works to 1800,251
N25454,,,Evans 33777,Free,"Gallatin, Albert, 1761-1849.; United States. Congress (5th, 2nd session : 1797-1798). House.",Gallatin, Albert, Albert," 1761-1849.; United States. Congress (5th, 2nd session : 1797-1798). House.",1798,"The speech of Albert Gallatin, delivered in the House of Representatives of the United States, on the first of March, 1798, upon the foreign intercourse bill.",United States -- Foreign relations -- 1797-1801.,48
N25464,,,Evans 33798,Free,"Gildersleeve, Cyrus, 1769-1838.; Gildersleeve, Cyrus, 1769-1838. New-Year sermon, delivered at Midway, January 1, 1798.",Gildersleeve, Cyrus, Cyrus," 1769-1838.; Gildersleeve, Cyrus, 1769-1838. New-Year sermon, delivered at Midway, January 1, 1798.",1798,"A century sermon, delivered at Midway, January 1st, 1797. A copy of which being requested, by the selectmen of the society, in order to be printed, was handed to them by the author. The Rev. Cyrus Gildersleeve, A.M. Pastor. ; [Two lines from Psalms]","Congregational Church (Midway, Ga.).; Century sermons -- 1797.; New Year sermons -- 1798.",55
N25476,,,Evans 33811,Free,"Gould, James, 1770-1838.",Gould, James,male, 1770-1838.,1798,"An oration, pronounced at Litchfield, on the anniversary of the independence of the United States of America, in the year M,DCC,XCVIII. / By James Gould.",Fourth of July orations -- 1798.,33
N25478,,,Evans 33813,Free,"Gray, Robert, 1761-1822.",Gray, Robert,male, 1761-1822.,1798,"A sermon delivered at Hopkinton, before the Hon. General Court of the state of New-Hampshire, at the annual election, holden on the first Wednesday in June, 1798. / By Robert Gray, A.B. Pastor of the Church in Dover.",New Hampshire. -- General Court.; New Hampshire -- Politics and government -- 1775-1865.; Election sermons -- New Hampshire -- 1798.,28
N25488,,,Evans 33827,Free,"Griswold, Alexander V. (Alexander Viets), 1766-1843.",Griswold, Alexander V. (Alexander Viets), Alexander V. (Alexander Viets), 1766-1843.,1797,"A short sketch, of the life of Mr. Lent Munson. [Two lines of quotation]","Munson, Lent, 1768-1796.; Indian captivities; Wayne's Campaign, 1794.; Captivity narratives.",9
N25490,,,Evans 33831,Free,"Hahn, John.; Wistar, Caspar, 1761-1818, dedicatee.",Hahn, John.; Wistar, John.; Wistar," Caspar, 1761-1818, dedicatee.",1798,"Observations and experiments on the use of enemata, and the external application of medicines to the human body; being an inaugural thesis, submitted to the examination of the Rev. John Ewing, S.T.P. provost, the trustees, and medical faculty of the University of Pennsylvania, on the 22d day of May, 1798, for the degree of Doctor of Medicine. / By John Hahn, of Pennsylvania, honorary member of the Philadelphia Medical and Chemical Societies.",University of Pennsylvania. -- Dept. of Medicine -- Dissertations.; Enema.; Academic dissertations.,31
N25493,,,Evans 33839,Free,"Harper, Robert Goodloe, 1765-1825.; United States. Congress (5th, 2nd session : 1797-1798). House.",Harper, Robert Goodloe,male," 1765-1825.; United States. Congress (5th, 2nd session : 1797-1798). House.",1798,"Mr. Harper's speech, on the foreign intercourse bill, in reply to Mr. Nicholas and Mr. Gallatin. Delivered in the committee of the whole of the House of Representatives of the United States, on Friday the second of March, 1798.",United States -- Foreign relations -- 1797-1801.; United States -- Politics and government -- 1797-1801.,43
N25510,,,Evans 33857,Free,"Haven, Samuel, 1727-1806.; Harvard College (1636-1780).",Haven, Samuel,male, 1727-1806.; Harvard College (1636-1780).,1798,"The validity of Presbyterian ordination, and the importance of candor and union among Christians of different persuasions, who agree in the essentials of Christianity; illustrated in a discourse, delivered at the Dudleian lecture of Harvard College, September 5. 1798. / By Samuel Haven, D.D. Pastor of a church in Portsmouth.",Presbyterian Church in the U.S.A. -- Clergy.; Presbyterianism.,24
N25513,,,Evans 33864,Free,"Haynes, Lemuel, 1753-1833.",Haynes, Lemuel, Lemuel, 1753-1833.,1798,"A sermon delivered at Rutland, West Parish, September 4, 1798. At the annual freeman's meeting. By Lemuel Haynes, Pastor of a church in Rutland.",Sermons -- 1798.,17
N25514,,,Evans 33865,Free,"Heath, William, 1737-1814.",Heath, William,male, 1737-1814.,1798,"Memoirs of Major-General Heath. Containing anecdotes, details of skirmishes, battles, and other military events, during the American war. / Written by himself. ; Published according to act of Congress.","Heath, William, 1737-1814.; United States -- History -- Revolution, 1775-1783 -- Personal narratives.; United States -- History -- Revolution, 1775-1783 -- Campaigns and battles.; Memoirs.",387
N25524,,,Evans 33884,Free,"Hobby, William J., d. 1841.",Hobby, William J., William J., d. 1841.,1798,"An oration delivered in St. Paul's Church, Augusta, on the Fourth of July, one thousand seven hundred and ninety-eight, being the twenty-second anniversary of American independence. / By William J. Hobby, Esq.",Fourth of July orations -- 1798.,24
N25530,,,Evans 33890,Free,"Holt, Charles, 1772-1852.",Holt, Charles,male, 1772-1852.,1798,"A short account of the yellow fever, as it appeared in New-London, in August, September, and October, 1798: with an accurate list of those who died of the disease, the donations, &c. &c. &c. / By Charles Holt.",Yellow fever -- Connecticut -- New London.; Epidemics -- Connecticut -- New London.,24
N25541,,,Evans 33913,Free,,,,,,1798,"The Humming bird; or, New American songster; with modern toasts and sentiments.",Songsters.,288
N25547,,,Evans 33927,Free,"Ivernois, Francis d', Sir, 1757-1842.",Ivernois, Francis d', Francis d'," Sir, 1757-1842.",1798,"An account of the late revolution in Geneva; and of the conduct of France towards that republic, from October, 1792, to October, 1794; : in a series of letters, to a citizen of Philadelphia. / By F. d'Ivernois, Esq. ; [One line in Latin]; Révolution française à Genève. English",Geneva (Switzerland) -- History.; France -- Foreign relations -- Geneva (Switzerland).; Geneva (Switzerland) -- Foreign relations -- France.,82
N25556,,,Evans 33936,Free,"Johnson, Ebenezer.",Johnson, Ebenezer., Ebenezer.,,1798,"A short account of a northwest voyage, performed in the years 1796, 1797 & 1798. By Ebenezer Johnson. ; [Two lines of quotation.",Voyages and travels.; Poems -- 1798.,13
N25557,,,Evans 33937,Free,"Johnson, John B. (John Barent), 1769-1803.",Johnson, John B. (John Barent), John B. (John Barent), 1769-1803.,1798,"The dealings of God with Israel and America: a discourse, delivered on the fourth of July, 1798. / By John B. Johnson, one of the ministers of the Reformed Dutch Church, in the city of Albany.",Fourth of July orations -- 1798.,21
N25562,,,Evans 33947,Free,"Kennedy, P. (Patrick).",Kennedy, P. (Patrick)., P. (Patrick).,,1798,"An answer to Paine's Letter to General Washington: including some pages of gratuitous counsel to Mr. Erskine. : [One line of Latin quotation] / By P. Kennedy, Esq.","Paine, Thomas, 1737-1809. -- Letter from Thomas Paine to George Washington.; Washington, George, 1732-1799.; Erskine, Thomas Erskine, -- Baron, 1750-1823.; United States -- Politics and government -- 1789-1809.",43
N25568,,,Evans 33959,Free,"King, Cyrus, 1772-1817.",King, Cyrus, Cyrus, 1772-1817.,1798,"An oration, pronounced at Biddeford, on the fourth of July, 1798; the anniversary of American independence. : At the request of the gentlemen of that and the adjoining town of Pepperellboro'; by whose desire this hasty production is submittted to the public. / Cyrus King.",Fourth of July orations -- 1798.,18
N25569,,,Evans 33960,Free,"King, Walter, 1758-1815.; Presbyterian Church (Sag Harbor, N.Y.).",King, Walter, Walter," 1758-1815.; Presbyterian Church (Sag Harbor, N.Y.).",1798,"St. Paul's manner of preaching, recommended for imitation, in a sermon delivered at the ordination of the Rev. Daniel Hall to the pastoral care of the church in Sag-Harbor, Long-Island: Sept. 21, 1797. / By Walter King A.M. Pastor of the Second Church in Norwich, Connecticut.","Hall, Daniel, d. 1812.; Preaching.; Sag Harbor (N.Y.) -- History.; Ordination sermons -- 1797.",31
N25572,,,Evans 33963,Free,"Kirkland, John Thornton, 1770-1840.; Phi Beta Kappa. Massachusetts Alpha (Harvard University).",Kirkland, John Thornton, John Thornton, 1770-1840.; Phi Beta Kappa. Massachusetts Alpha (Harvard University).,1798,"An oration, delivered, at the request of the Society of [phi]BK, in the chapel of Harvard College, on the day of their anniversary, July 19, 1798. / By John Thornton Kirkland.",,24
N25582,,,Evans 33979,Free,"Langdon, Timothy, 1758-1801.; Anthony, d. 1798.; Blatchford, Samuel, 1767-1828.",Langdon, Timothy,male," 1758-1801.; Anthony, d. 1798.; Blatchford, Samuel, 1767-1828.",1798,"A sermon, preached at Danbury, November 8th, A.D. 1798, being the day of execution of Anthony, a free Negro, pursuant to sentence of death passed upon him by the Hon. Superior Court, for the crime of a rape. / By Timothy Langdon, A.M. Pastor of the First Church in Danbury. [One line from Ecclesiastes]",Executions and executioners -- Connecticut -- Danbury.; Rape -- Connecticut.; African American criminals.; Execution sermons -- 1798.,23
N25583,,,Evans 33980,Free,"Lanman, James, 1767-1841.",Lanman, James,male, 1767-1841.,1798,"An oration, pronounced on the twenty-second anniversary of American independence, before the citizens of Norwich. By James Lanman, Esquire. ; [Five lines of quotation]",Fourth of July orations -- 1798.,23
N25585,,,Evans 33983,Free,"Larkin, Samuel, 1773-1849, comp.",Larkin, Samuel,male," 1773-1849, comp.",1798,"The Columbian songster and Freemason's pocket companion. A collection of the newest and most celebrated sentimental, convivial, humourous, satirical, pastoral, hunting, sea and masonic songs, being the largest and best collection ever published in America. / Selected by S. Larkin.",Freemasonry -- Songs and music.; Songsters.,286
N25587,,,Evans 33984,Free,"Lathrop, John, 1740-1816.",Lathrop, John,male, 1740-1816.,1798,"A sermon preached at the church in Brattle-Street, Boston, Thursday, September 27, 1798. A day religiously observed on account of the epidemic now prevailing in this town, and several other seaports in America. / By John Lathrop, D.D. ; Printed by the desire of many who heard it.",Epidemics -- Massachusetts -- Boston.; Sermons -- 1798.,27
N25588,,,Evans 33985,Free,"Lathrop, John, 1772-1820.",Lathrop, John,male, 1772-1820.,1798,"An oration, pronounced on the 4th day of July, 1798, at the request of a number of the inhabitants of Dedham and its vicinity, in commemoration of the anniversary of American independence. / By John Lathrop, Jun.",Fourth of July orations -- 1798.,19
N25599,,,Evans 34000,Free,"Lewis, M. G. (Matthew Gregory), 1775-1818.; Boston Theatre (Federal Street, Boston, Mass.).",Lewis, M. G. (Matthew Gregory),male," 1775-1818.; Boston Theatre (Federal Street, Boston, Mass.).",1798,"The castle spectre: a drama. In five acts. / By M.G. Lewis, Esq. M.P. author of ""The monk,"" &c. ; Now performing with unbounded applause at the theatre in Boston.",Plays -- 1798.,71
N25601,,,Evans 34003,Free,"Linn, William, 1752-1808.",Linn, William,male, 1752-1808.,1798,"A discourse on national sins: delivered May 9, 1798; being the day recommended by the president of the United States to be observed as a day of general fast. / By William Linn, D.D. one of the Ministers of the Reformed Dutch Church in the City of New-York.",Religion and state.; Fast day sermons -- 1798 May 9.,37
N25604,,,Evans 34008,Free,"Livingston, Edward, 1764-1836.",Livingston, Edward,male, 1764-1836.,1798,"The speech of Edward Livingston, Esq. on the third reading of the Alien Bill.","Alien and Sedition laws, 1798.",16
N25606,,,Evans 34011,Free,"Logan, George, 1753-1821.; Sons of St. Tammany.",Logan, George,male, 1753-1821.; Sons of St. Tammany.,1798,"An address on the natural and social order of the world, as intended to produce universal good; delivered before the Tammany Society, at their anniversary, on the 12th of May, 1798. : [One line of quotation in French] / By George Logan.",Social history.; United States -- Social conditions -- To 1865.; United States -- Commercial policy.,12
N25618,,,Evans 34027,Free,"Lyon, Abigail, 1751-1808.",Lyon, Abigail, Abigail, 1751-1808.,1798,"Observations on Free Masonry; with a Masonic vision. Addressed, by a lady in Worcester, to her female friend. ; [Nine lines of verse]","Freemasons.; Freemasons. -- Morning Star Lodge (Worcester, Mass.).",14
N25629,,,Evans 34040,Free,"M'Manus, Charles, d. 1798.; Pennsylvania. Court of Oyer and Terminer (Dauphin County).",M'Manus, Charles,male, d. 1798.; Pennsylvania. Court of Oyer and Terminer (Dauphin County).,1798,"A Correct account of the trials of Charles M'Manus, John Hauer, Elizabeth Hauer, Patrick Donagan, Francis Cox, and others; at Harrisburgh -- June Oyer and Terminer, 1798. For the murder of Francis Shitz, on the night of the 28th December, 1797, at Heidelberg Township, Dauphin County, in the Commonwealth of Pennsylvania. Containing, the whole evidence, and the substance of all the law arguments in those celebrated trials.","M'Manus, Charles, d. 1798.; Hauer, John, d. 1798.; Hauer, Elizabeth.; Donagan, Patrick.; Cox, Francis.; Shitz, Francis, d. 1797.; Trials (Murder) -- Pennsylvania.; Murder -- Pennsylvania -- Heidelberg.; Criminals -- Pennsylvania -- Heidelberg.; Executions and executioners -- Pennsylvania -- Harrisburg.; Crime -- Pennsylvania -- Heidelberg.",165
N25645,,,Evans 34061,Free,"Mason, John, 1646?-1694.",Mason, John,male, 1646?-1694.,1798,"Remains of the Rev. John Mason, A.M. late Rector of Water-Stratford in the county of Bucks. : Containing, a variety of devout and useful sayings, on divers subjects, digested under proper heads; religious observations; serious advice to youth, occasional reflections, &c. and Christian letters.","Mason, John, 1646?-1694.; Christian life.",192
N25671,,,Evans 34092,Free,"Melville, Daniel C.",Melville, Daniel C., Daniel C.,,1798,"Miscellaneous extracts in prose and verse. Calculated for the amusement of the humerous [sic] and gay, as well as for the instruction and service of the enquiring and busy world. : To which are added, a number of important questions; which questions, whoever will effectually and satisfactorily answer, shall be entitled to one hundred dollars reward on demand, from Dan. C. Melville.",Maxims.; Commonplace-books.; Poems -- 1798.; Anthologies.,36
N25683,,,Evans 34111,Free,"Milns, William, 1761-1801.; New Theatre (New York, N.Y.).",Milns, William,male," 1761-1801.; New Theatre (New York, N.Y.).",1798,"All in a bustle: or The new house. A comic prelude written for the opening of the New Theatre in New-York. Performed for the first time, on Monday Jan. 29, 1798. / By William Milns: author of the Comet, &c. &c.",Theater -- Drama.; Plays -- 1798.,21
N25687,,,Evans 34126,Free,"Montolieu, Isabelle de, 1751-1832.; Holcroft, Thomas, 1745-1809, tr.",Montolieu, Isabelle de, Isabelle de," 1751-1832.; Holcroft, Thomas, 1745-1809, tr.",1798,Caroline of Lichtfield; a novel. / Translated from the French by Thomas Holcroft. ; In two volumes. Vol. I[-II]. ; [Four lines in verse from Voltaire],,296
N25688,,,Evans 34127,Free,"Moore, Alpheus, 1764-1803.",Moore, Alpheus, Alpheus, 1764-1803.,1798,"An oration, pronounced at Westmoreland, on the anniversary of American independence; July 4th, 1798. By Alpheus Moore.",Fourth of July sermons -- 1798.,14
