George Eyre & Andrew Strahan,George Eyre ; Andrew Strahan,
H. D. Symonds, No. 20, Paternoster_Row,H. D. Symonds, No. 20, Paternoster_Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, NO. 20, Paternoster-Row,H. D. Symonds, NO. 20, Paternoster-Row,
H. D. Symonds, NO. 20, Paternoster-Row,H. D. Symonds, NO. 20, Paternoster-Row,
H. D. Symonds, NO. 20, Paternoster-Row,H. D. Symonds, NO. 20, Paternoster-Row,
H. D. Symonds, NO. 20, Paternoster-Row,H. D. Symonds, NO. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; J. Cottle, Bristol ; J. Luffman Alfred Buildings, Windmill Street, Moorfields ; J. Phillips, No. 27, City Road,H. D. Symonds, No. 20, Paternoster-Row ; J. Cottle, Bristol ; J. Luffman Alfred Buildings, Windmill Street, Moorfields ; J. Phillips, No. 27, City Road,
H. D. Symonds, No. 20, Paternoster-Row ; J. March, Norwich,H. D. Symonds, No. 20, Paternoster-Row ; J. March, Norwich,
H. D. Symonds, No. 20, Paternoster-Row ; J. March, Norwich,H. D. Symonds, No. 20, Paternoster-Row ; J. March, Norwich,
H. D. Symonds, No. 20, Paternoster-Row ; J. Owen, No. 168, Piccadilly,H. D. Symonds, No. 20, Paternoster-Row ; J. Owen, No. 168, Piccadilly,
H. D. Symonds, No. 20, Paternoster-Row ; J. Ridgway, No. 1, York-Street, St. James's-Square,H. D. Symonds, No. 20, Paternoster-Row ; J. Ridgway, No. 1, York-Street, St. James's-Square,
H. D. Symonds, No. 20, Paternoster-Row ; J. Ridgway, York-Street ; St. James's-Square,H. D. Symonds, No. 20, Paternoster-Row ; J. Ridgway, York-Street ; St. James's-Square,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, no. 20, Paternoster-Row ; sold,H. D. Symonds, no. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; sold,H. D. Symonds, No. 20, Paternoster-Row,
H. D. Symonds, No. 20, Paternoster-Row ; T. Chapman ; sold by J. P. Lepard, No. 91, Newgate-Street,H. D. Symonds, No. 20, Paternoster-Row ; T. Chapman ; J. P. Lepard, No. 91, Newgate-Street,
H. D. Symonds, No. 20, Paternoster-Row, Mr. Slann, Chancery-Lane ; Mr. Annereau, Stones-End, Blackman Street, Southwark ; Mr. Ryan, near the Pantheon, Oxford-Street ; T. Bellamy, No. 32, Maiden-Lane, Covent-Garden,H. D. Symonds, No. 20, Paternoster-Row, Mr. Slann, Chancery-Lane ; Mr. Annereau, Stones-End, Blackman Street, Southwark ; Mr. Ryan, near Pantheon, Oxford-Street ; T. Bellamy, No. 32, Maiden-Lane, Covent-Garden,
H. D. Symonds, No. 20, Paternoster-Row, T. Bellamy, No. 32, Maiden-Lane, Covent-Garden,H. D. Symonds, No. 20, Paternoster-Row, T. Bellamy, No. 32, Maiden-Lane, Covent-Garden,
H. D. Symonds, No. 20. Pater-Noster-Row ; Mess. Cox & Phillipson James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; sold at no.62, Great Wild-Street, near Lincoln's-Inn-Fields,H. D. Symonds, No. 20. Pater-Noster-Row ; Mess. Cox ; Phillipson James-Street, Covent-Garden ; Mess. Egerton, Whitehall ; R. Ryan, No. 351, Oxford-Street ; Royal-Exchange ; W. Richardson ; at no.62, Great Wild-Street, near Lincoln's-Inn-Fields,
H. D. Symonds, No. 21, Paternoster - Row,H. D. Symonds, No. 21, Paternoster - Row,
H. D. Symonds, No. 23, Pater-Noster-Row,H. D. Symonds, No. 23, Pater-Noster-Row,
H. D. Symonds, Pater Noster Row,H. D. Symonds, Pater Noster Row,
H. D. Symonds, Pater-Noster Row,H. D. Symonds, Pater-Noster Row,
H. D. Symonds, Pater-Noster Row,H. D. Symonds, Pater-Noster Row,
H. D. Symonds, Pater-Noster Row,H. D. Symonds, Pater-Noster Row,
H. D. Symonds, Pater-Noster Row,H. D. Symonds, Pater-Noster Row,
H. D. Symonds, Pater-Noster Row ; H. Lowndes, No.77, Fleet-Street. Sold ; T. Axtell, Finch Lane, Cornhill ; W. J & J. Richardson, Royal Exchange,H. D. Symonds, Pater-Noster Row ; H. Lowndes, No.77, Fleet-Street. Sold ; T. Axtell, Finch Lane, Cornhill ; W. J ; J. Richardson, Royal Exchange,
H. D. Symonds, Pater-Noster Row ; H. Lowndes, No.77, Fleet-Street. Sold ; T. Axtell, Finch Lane, Cornhill ; W. J & J. Richardson, Royal Exchange,H. D. Symonds, Pater-Noster Row ; H. Lowndes, No.77, Fleet-Street. Sold ; T. Axtell, Finch Lane, Cornhill ; W. J ; J. Richardson, Royal Exchange,
H. D. Symonds, Pater-Noster Row ; J. Owen, opposite Bond Street, Piccadilly,H. D. Symonds, Pater-Noster Row ; J. Owen, opposite Bond Street, Piccadilly,
H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,
H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,
H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,H. D. Symonds, Pater-Noster Row ; Messrs. Richardsons, Royal Exchange ; R. Faulder, New Bond Street,
H. D. Symonds, Pater-Noster Row ; sold by Barrois, Senior, Quai des Augustins, No. 19, Paris,H. D. Symonds, Pater-Noster Row ; Barrois, Senior, Quai des Augustins, No. 19, Paris,
H. D. Symonds, Pater-Noster Row ; St. James's Street ; sold by F. Knight,H. D. Symonds, Pater-Noster Row ; St. James's Street ; F. Knight,
H. D. Symonds, Pater-Noster-Row ; H. Macleish ; T. Axtell, Finch-Lane ; W. Stewart, opposite York-House, Piccadilly ; recorder Printing-Office, Duke's Court, Drury Lane ; sold by W. Miller, Old Bond-Street,H. D. Symonds, Pater-Noster-Row ; H. Macleish ; T. Axtell, Finch-Lane ; W. Stewart, opposite York-House, Piccadilly ; recorder Printing-Office, Duke's Court, Drury Lane ; W. Miller, Old Bond-Street,
H. D. Symonds, Pater-Noster-Row ; Inner-Temple-Lane ; J. Blackbourn ; J. Edwards, No. 17, Conduit-street, Hanover-Square ; John Tipp, their accountant ; Stock-Exchange ; Wells, Grosvenor & Chater, Cornhill ; sold by Hughes & Walsh,H. D. Symonds, Pater-Noster-Row ; Inner-Temple-Lane ; J. Blackbourn ; J. Edwards, No. 17, Conduit-street, Hanover-Square ; John Tipp, their accountant ; Stock-Exchange ; Wells, Grosvenor ; Chater, Cornhill ; Hughes ; Walsh,
H. D. Symonds, Pater-Noster-Row ; J. Barfield, No. 422, Oxford-Street ; Mr. Nutley, Kensington ; sold ; sold by him at No. 12, Great Distaff-Lane, Friday-Street,H. D. Symonds, Pater-Noster-Row ; J. Barfield, No. 422, Oxford-Street ; Mr. Nutley, Kensington ; him at No. 12, Great Distaff-Lane, Friday-Street,
H. D. Symonds, Pater-Noster-Row ; J. Barfield, No. 91, Wardour-Street, Soho ; Mr. Downes & Mr. Bush, Yarmouth ; sold by T. Gardiner, Princes-Street, Cavendish-Square,H. D. Symonds, Pater-Noster-Row ; J. Barfield, No. 91, Wardour-Street, Soho ; Mr. Downes ; Mr. Bush, Yarmouth ; T. Gardiner, Princes-Street, Cavendish-Square,
H. D. Symonds, Pater-Noster-Row ; J. Owen, Piccadilly,H. D. Symonds, Pater-Noster-Row ; J. Owen, Piccadilly,
H. D. Symonds, Pater-Noster-Row ; J. Ridgway, York-Street, ST. James's-Square,H. D. Symonds, Pater-Noster-Row ; J. Ridgway, York-Street, ST. James's-Square,
H. D. Symonds, Pater-Noster-Row ; J. Ridgway, York-Street, St. James's-Square,H. D. Symonds, Pater-Noster-Row ; J. Ridgway, York-Street, St. James's-Square,
H. D. Symonds, Pater-Noster-Row ; J. Robertson ; James Ridgeway, York-Street, St. James's Square ; sold at his office, No. 4. Horse-Wynd, Edinburgh,H. D. Symonds, Pater-Noster-Row ; J. Robertson ; James Ridgeway, York-Street, St. James's Square ; at his office, No. 4. Horse-Wynd,,
H. D. Symonds, Pater-Noster-Row ; J. Wright, opposite Bond-Street, Piccadilly,H. D. Symonds, Pater-Noster-Row ; J. Wright, opposite Bond-Street, Piccadilly,
H. D. Symonds, Pater-Noster-Row ; M. Lewis, Russel-Street, Covent-Garden,H. D. Symonds, Pater-Noster-Row ; M. Lewis, Russel-Street, Covent-Garden,
H. D. Symonds, Pater-Noster-Row ; R. Faulder, New Bond-Street ; Royal Exchange ; W. Richardson,H. D. Symonds, Pater-Noster-Row ; R. Faulder, New Bond-Street ; Royal Exchange ; W. Richardson,
H. D. Symonds, Pater-Noster-Row ; R. Hayward, Fisher-Street, Red-Lion-Square ; sold by J. Ridgeway, York-Street, ST. James's-Square,H. D. Symonds, Pater-Noster-Row ; R. Hayward, Fisher-Street, Red-Lion-Square ; J. Ridgeway, York-Street, ST. James's-Square,
H. D. Symonds, Pater-Noster-Row ; R. Hayward, Fisher-Street, Red-Lion-Square ; sold by J. Ridgeway, York-Street, St. James's-Square,H. D. Symonds, Pater-Noster-Row ; R. Hayward, Fisher-Street, Red-Lion-Square ; J. Ridgeway, York-Street, St. James's-Square,
H. D. Symonds, Pater-Noster-Row ; sold by J. Owen, No. 168, Piccadilly,H. D. Symonds, Pater-Noster-Row ; J. Owen, No. 168, Piccadilly,
H. D. Symonds, Pater-Noster-Row ; sold by J. Ridgeway, York-Street, St. James's-Square,H. D. Symonds, Pater-Noster-Row ; J. Ridgeway, York-Street, St. James's-Square,
H. D. Symonds, Pater-Noster-Row ; T. Kay, Strand,H. D. Symonds, Pater-Noster-Row ; T. Kay,,
H. D. Symonds, Pater-Noster-Row, Scatcherd & Whitaker, Ave-Maria-Lane ; T. Hodgson ; sold by Robert Bassam, No. 53, St. John Street, West-Smithfield,H. D. Symonds, Pater-Noster-Row, Scatcherd ; Whitaker, Ave-Maria-Lane ; T. Hodgson ; Robert Bassam, No. 53, St. John Street, West-Smithfield,
H. D. Symonds, Pater-Noster-Row, Scatcherd & Whitaker, Ave-Maria-Lane ; T. Hodgson ; sold by Robert Bassam, No. 53, St. John's-Street, West-Smithfield,H. D. Symonds, Pater-Noster-Row, Scatcherd ; Whitaker, Ave-Maria-Lane ; T. Hodgson ; Robert Bassam, No. 53, St. John's-Street, West-Smithfield,
H. D. Symonds, Paternoster Row ; defendant, Daniel Isaac Eaton, No. 81, Bishopsgate Street & sold by James Ridgway, York Street, St. James's,H. D. Symonds, Paternoster Row ; defendant, Daniel Isaac Eaton, No. 81, Bishopsgate Street ; James Ridgway, York Street, St. James's,
H. D. Symonds, Paternoster Row ; defendant, Daniel Isaac Eaton, No. 81, Bishopsgate street & sold by James Ridgway, York Street, St. James's,H. D. Symonds, Paternoster Row ; defendant, Daniel Isaac Eaton, No. 81, Bishopsgate street ; James Ridgway, York Street, St. James's,
H. D. Symonds, Paternoster Row ; R. Lyttlejohn, No. 19, Duke's Court, St. Martin's Lane ; R. Thomson, No. 4, Bell Yard, Temple-Bar,H. D. Symonds, Paternoster Row ; R. Lyttlejohn, No. 19, Duke's Court, St. Martin's Lane ; R. Thomson, No. 4, Bell Yard, Temple-Bar,
H. D. Symonds, Paternoster Row ; T. Bellamy, King Street, Covent Garden,H. D. Symonds, Paternoster Row ; T. Bellamy, King Street, Covent Garden,
H. D. Symonds, Paternoster Row ; W. Dale, Surry side of Black-Friars bridge,H. D. Symonds, Paternoster Row ; W. Dale, Surry side of Black-Friars bridge,
H. D. Symonds, Paternoster Row ; W. Winterbotham ; sold by J. Ridgway, York Street, ST. James's,H. D. Symonds, Paternoster Row ; W. Winterbotham ; J. Ridgway, York Street, ST. James's,
H. D. Symonds, Paternoster Row, London ; sold by T. Lockett,H. D. Symonds, Paternoster Row, London ; T. Lockett,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row,H. D. Symonds, Paternoster-Row,
H. D. Symonds, Paternoster-Row ; Hookham & Carpenter, Bond-Street ; J. Sewell, Cornhill,H. D. Symonds, Paternoster-Row ; Hookham ; Carpenter, Bond-Street ; J. Sewell, Cornhill,
H. D. Symonds, Paternoster-Row ; J & A Arch, Gracechurch-Street, Corner of Lombard-Street ; Knight & Triphook, St. James Street,H. D. Symonds, Paternoster-Row ; J ; A Arch, Gracechurch-Street, Corner of Lombard-Street ; Knight ; Triphook, St. James Street,
H. D. Symonds, Paternoster-Row ; J. Harding, St. James's-Street ; sold by W. J & J. Richardson, Royal-Exchange,H. D. Symonds, Paternoster-Row ; J. Harding, St. James's-Street ; W. J ; J. Richardson, Royal-Exchange,
H. D. Symonds, Paternoster-Row ; J. Marsom, High Holborn ; J. Ridgway, York-Street, St. James's Square ; J. Robertson, No. 4. Horsewynd, Edinburgh ; London Corresponding Society ; M. Margarot ; W. Ramsey, Bell-Yard, Temple-Bar,H. D. Symonds, Paternoster-Row ; J. Marsom, High Holborn ; J. Ridgway, York-Street, St. James's Square ; J. Robertson, No. 4. Horsewynd, ; London Corresponding Society ; M. Margarot ; W. Ramsey, Bell-Yard, Temple-Bar,
H. D. Symonds, Paternoster-Row ; J. Mcqueen, opposite Exeter-Change, Strand,H. D. Symonds, Paternoster-Row ; J. Mcqueen, opposite Exeter-Change,,
H. D. Symonds, Paternoster-Row ; J. Owen, NO. 168, Piccadilly,H. D. Symonds, Paternoster-Row ; J. Owen, NO. 168, Piccadilly,
H. D. Symonds, Paternoster-Row ; J. Owen, No. 168, Piccadilly,H. D. Symonds, Paternoster-Row ; J. Owen, No. 168, Piccadilly,
H. D. Symonds, Paternoster-Row ; J. Ridgway, York Street, St. James's,H. D. Symonds, Paternoster-Row ; J. Ridgway, York Street, St. James's,
H. D. Symonds, Paternoster-Row ; J. Ridgway, York-Street, St. James's Square,H. D. Symonds, Paternoster-Row ; J. Ridgway, York-Street, St. James's Square,
H. D. Symonds, Paternoster-Row ; James Ridgway, York-Street, St. James's Square,H. D. Symonds, Paternoster-Row ; James Ridgway, York-Street, St. James's Square,
H. D. Symonds, Paternoster-Row ; L. Wayland, Middle-Row, Holborn ; M. Gurney, Holborn ; sold by W. Ash, No 3, Middle Moorfields,H. D. Symonds, Paternoster-Row ; L. Wayland, Middle-Row, Holborn ; M. Gurney, Holborn ; W. Ash, No 3, Middle Moorfields,
H. D. Symonds, Paternoster-Row ; M'queen ; T. Bellamy, King-Street, Covent-Garden,H. D. Symonds, Paternoster-Row ; M'queen ; T. Bellamy, King-Street, Covent-Garden,
H. D. Symonds, Paternoster-Row ; Mcqueen, opposite Exeter-'change, Strand ; T. Bellamy, King-Street, Covent-Garden,H. D. Symonds, Paternoster-Row ; Mcqueen, opposite Exeter-'change, ; T. Bellamy, King-Street, Covent-Garden,
H. D. Symonds, Paternoster-Row ; Royalty Theatre ; sold by him at No. 4, Cross-Court, Bow-Street, Covent-Garden ; where may be had all his other publications,H. D. Symonds, Paternoster-Row ; Royalty Theatre ; him at No. 4, Cross-Court, Bow-Street, Covent-Garden ; where may be had all his other publications,
H. D. Symonds, Paternoster-Row ; sold by Darton & Harvey,H. D. Symonds, Paternoster-Row ; Darton ; Harvey,
H. D. Symonds, Paternoster-Row ; sold by Mr. Davis, Russel-Street, Covent-Garden,H. D. Symonds, Paternoster-Row ; Mr. Davis, Russel-Street, Covent-Garden,
H. D. Symonds, Paternoster-Row ; T. Bellamy, King-Street, Covent-Garden,H. D. Symonds, Paternoster-Row ; T. Bellamy, King-Street, Covent-Garden,
H. D. Symonds, Paternoster-Row ; T. Bellamy, King-Street, Covent-Garden,H. D. Symonds, Paternoster-Row ; T. Bellamy, King-Street, Covent-Garden,
H. D. Symonds, Paternoster-Row, P. Mcqueen, Exeter-Change ; T. Bellamy, King-Street, Covent-Garden,H. D. Symonds, Paternoster-Row, P. Mcqueen, Exeter-Change ; T. Bellamy, King-Street, Covent-Garden,
H. D. Symonds, Scatcherd & Whitaker ; T. Hodgson ; sold by Robert Bassam,H. D. Symonds, Scatcherd ; Whitaker ; T. Hodgson ; Robert Bassam,
H. D. Symonds, T. Hookham ; J. Murray ; Messrs. Robinsons ; W. Richardson ; sold ; sold by T. Wilkins,H. D. Symonds, T. Hookham ; J. Murray ; Messrs. Robinsons ; W. Richardson ; T. Wilkins,
H. D. Symonds. MDCCXCIV ; J. Parsons, J. Ridgway ; M. A. Meilan, Feb ; W. Wilson,H. D. Symonds. MDCCXCIV ; J. Parsons, J. Ridgway ; M. A. Meilan, Feb ; W. Wilson,
H. D.Symonds ; J.March, Norwich,H. D.Symonds ; J.March, Norwich,
