TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
"The younger brother: a novel, in three volumes, written by Mr. Dibdin. ...","Dibdin, Charles, 1745-1814.",[1793],London :,"printed for the author, and sold at his warehouse,",004892630,T138147,CW116836330,K108983.001,CW3316836330
"On rheumatism, and gout: a letter addressed to Sir George Baker, ... By John Latham, M.D. ...","Latham, John, 1761-1843.",1796.,London :,"printed for T. N. Longman,",004770677,N10894,CW109026987,K006534.000,CW3309026987
"An argument, shewing, that the Prince of Wales, tho' a Protestant, has no just pretensions to the crown of England. With some remarks on the late pretended discovery of a design to steal him away:","Defoe, Daniel, 1661?-1731.",1701.,London :,"printed for A. Baldwin,",004880737,T121325,CW111336293,K097055.000,CW3311336293
"Arthur Mervyn; or, Memoirs of the year 1793: By the author of Wieland; and Ormond, or The secret witness. Copy-right secured.","Brown, Charles Brockden, 1771-1810.",1799.,Philadelphia :,"Printed and published by H. Maxwell, no. 3, Letitia Court--and sold by Messrs. T. Dobson, R. Campbell, H. and P. Rice, A. Dickins, and the principal booksellers in the neighbouring states,",004829635,W4441,CW109116037,K133067.000,CW3309116037
"The life of Bernard Gilpin: By William Gilpin, M.A. ...","Gilpin, William, 1724-1804.",1753.,London :,"printed for John and James Rivington,",004863375,T99014,CW101256044,K079654.000,CW3301256044
"Inoculation made easy: Containing a full and true discovery of the method practised in the county of Essex. ... With a true receipt to make the preparative powders, repellent pills, and the punch used in inoculation.",,1766.,London :,"printed for the author; and sold by R. Withy; T. Vernor and J. Chater; and L. Hassall, at Chelmsford,",004778758,N2355,CW108125369,K001562.000,CW3308125369
"Irish tales: or, instructive histories for the happy conduct of life. ... By Mrs. Sarah Butler.","Butler, Sarah, Mrs.",1716.,London :,"printed for E. Curll, and J. Hooke,",004879236,T119241,CW113775333,K095553.000,CW3313775333
"The dyet of Poland: a satyr. Consider'd paragraph by paragraph. To which is added a key to the whole, ...","Defoe, Daniel, 1661?-1731.",1705.,London :,"printed: and sold by Ben. Bragg,",004784457,N460,CW104206906,K000266.000,CW3304206906
"Gleanings through Wales, Holland and Westphalia: with views of peace and war at home and abroad. To which is added Humanity; or the rights of nature. A poem, revised and corrected. By Mr. Pratt.","Pratt, Mr. (Samuel Jackson), 1749-1814.",1795.,London :,"printed for T. N. Longman, and L. B. Seeley,",004853688,T85828,CW100305205,K069955.003,CW3300305684
"Kilkenny: or, the old man's wish. By W. R. Chetwood:","Chetwood, W. R. (William Rufus), d. 1766.",1748.,Dublin :,"printed for the author, and sold by G. Faulkner, G. and A. Ewing, and P. Wilson, and J. Esdall,",004790197,T11385,CW116195646,K025607.000,CW3316195646
"A collection of poetical essays: Consisting of I. An elegy on a pile of sacred ruins; ... VI. Ode to peace, &c. By J.B. of Newcastle upon Tyne.","Brand, John, 1744-1806.",1765.,Newcastle upon Tyne :,"printed by I. Thompson, Esq; 1765. And sold by the booksellers in town and country,",004877884,T117553,CW112218475,K094198.000,CW3312218475
"The Stratford jubilee: A new comedy of two acts, as it has been lately exhibited at Stratford upon Avon, with great applause. To which is prefixed Scrub's trip to the jubilee.","Gentleman, Francis, 1728-1784.",1769.,London :,"printed for T. Lowndes, and J. Bell, successor to Mr. Bathoe,",004902129,T48731,CW110071580,K045301.000,CW3310071580
"A sermon preached at St. George's Bloomsbury, on Sunday, March 28: for the benefit of the Humane Society, ... By Thomas Francklin, ...","Francklin, Thomas, 1721-1784.",1779.,London :,"printed for the Society, and sold by T. Cadell, J. F. and C. Rivington, E. and C. Dilly, W. Fox, and W. Owen,",004810619,T9290,CW119150459,K024489.000,CW3319150459
"The drama, a poem:","Downman, Hugh, 1740-1809.",1775.,London :,"printed for J. Williams,",004803174,T34920,CW110022950,K036971.000,CW3310022950
A short account of a late short administration:,"Burke, Edmund, 1729-1797.",1766.,[London] :,"Printed in the year,",004782997,N36558,CW107794243,K017098.000,CW3307794243
"A treatise of the urinary passages: Containing their description, powers, and uses; together with the principal distempers that affect them; in particular the stone of the kidneys and bladder, ... By William Rutty, M.D. ...","Rutty, William, 1687-1730.",1726.,London :,"printed for Tho. Worrall,",004847078,T75415,CW109198159,K063327.000,CW3309198159
"A treatise on the virtues and efficacy of a crust of bread: eat early in a morning fasting, to which are added some particular remarks concerning the great cures accomplished by the saliva or fasting spittle, ... By Nicholas Robinson, ...","Robinson, Nicholas, 1697?-1775.",1757.,Dublin :,"printed by James Hoey,",004835938,T59650,CW108476125,K052156.000,CW3308476125
A collection of poems in six volumes. By several hands: With notes.,"Dodsley, Robert, 1703-1764.",1782.,London :,"printed for J. Dodsley,",004876767,T116246,CW112607077,K093080.002,CW3313028565
"Heaven upon earth: or, the best friend, in the worst times. Being a legacy to London. By James Janeway.","Janeway, James, 1636?-1674.",1710.,London :,"printed for Eben. Tracy,",004836993,T61174,CW121594288,K053219.000,CW3321594288
"The platonic wife: a comedy, as it is performed at the Theatre-Royal in Drury-Lane. By a lady.","Griffith, Mrs. (Elizabeth), 1720?-1793.",1765.,London :,"printed for W. Johnston; J. Dodsley; and T. Davies,",004792760,T1545,CW112131988,K020901.000,CW3312131988
"The history of Great Britain, from the Restoration, to the accession of the house of Hannover: By James Macpherson, in two volumes. ...","Macpherson, James, 1736-1796.",1775.,Dublin :,"printed for J. Exshaw, D. Chamberlain, J. Potts, W. Sleater, J. Williams [and 5 others in Dublin],",004840095,T65487,CW102538108,K056324.002,CW3302637020
"Henry the Second: or, the fall of Rosamond: a tragedy; as it is performed at the Theatre-Royal, Covent-Garden. Written by Thomas Hull.","Hull, Thomas, 1728-1808.",1774.,London :,"printed for John Bell,",004809950,T780,CW113751873,K020296.000,CW3313751873
The children's friend: Translated from the French of M. Berquin; complete in four volumes. Ornamented with frontispieces.,"Berquin, M. (Arnaud), 1747-1791.",1788.,London :,"printed for J. Stockdale; J. Rivington and sons; B. Law; J. Johnson; C. Dilly; J. Murray; J. Sewell; and W. Creech, Edinburgh,",004856191,T89228,CW111823578,K072460.004,CW3311824225
The Grecian history: from the earliest state to the death of Alexander the Great. By Dr. Goldsmith. ...,"Goldsmith, Oliver, 1730?-1774.",1774.,London :,"printed for J. and F. Rivington, T. Longman, G. Kearsley, W. Griffin, G. Robinson [and 4 others in London],",004897211,T146080,CW102919503,K113592.002,CW3302919907
A collection of poems in three volumes. By several hands:,"Dodsley, Robert, 1703-1764.",1748.,London :,"printed by J. Hughs, for R. Dodsley,",004876472,T115891,CW114326661,K092784.002,CW3314327014
Thoughts on the prospect of a regicide peace: in a series of letters.,"Burke, Edmund, 1729-1797.",1796.,London :,"printed for J. Owen,",004903102,T50241,CW104293457,K046275.000,CW3304293457
"The botanic garden: a poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. With philosophical notes.","Darwin, Erasmus, 1731-1802.",1791.,London :,"printed for J. Johnson,",004850944,T82160,CW114463329,K067205.000,CW3314463329
"The female officer: or the humours of the army, a comedy. Altered from Shadwell.","Kemble, John Philip, 1757-1823.",1763.,Dublin :,"printed by James Hoey,",004774056,N1526,CW116877807,K000958.000,CW3316877807
"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.","Fawkes, Francis, 1720-1777.",1763-64.,London :,"printed by Dryden Leach; for J. Coote,",004897569,T146609,CW113522202,K113952.004,CW3313694433
"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.","Fawkes, Francis, 1720-1777.",1763-64.,London :,"printed by Dryden Leach; for J. Coote,",004897569,T146609,CW113522202,K113952.010,CW3313915985
"Rebellion extinguished: a thanksgiving-sermon, preached at Barton under-Neewood, in the county of Stafford, October the 9th, 1746. On account of the deliverance of these kingdoms from the calamities of an intestine war. By Thomas Vaughan, ...","Vaughan, Thomas, b. 1689 or 1790.",1746.,London :,"printed for the author; and are to be sold by William Sandby,",004867560,T104237,CW120474578,K083848.000,CW3320474578
The late tryal and conviction of Count Tariff:,"Addison, Joseph, 1672-1719.",1713.,London :,"printed for A. Baldwin,",004793813,T17775,CW105215365,K028766.000,CW3305215365
"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.","Fawkes, Francis, 1720-1777.",1763-64.,London :,"printed by Dryden Leach; for J. Coote,",004897569,T146609,CW113522202,K113952.006,CW3313380432
"A collection of the moral and instructive sentiments, maxims, cautions, and reflexions, contained in the histories of Pamela, Clarissa, and Sir Charles Grandison.:","Richardson, Samuel, 1689-1761.",1755.,London :,"printed for S. Richardson; and sold by C. Hitch and L. Hawes; J. and J. Rivington; Andrew Millar; R. and J. Dodsley; and J. Leake, at Bath,",004835423,T58996,CW111145054,K051641.000,CW3311145054
"Hymns founded on various texts in the holy scriptures: By the late Reverend Philip Doddridge, D.D. Published from the author's manuscript by Job Orton.","Doddridge, Philip, 1702-1751.",1755.,Salop :,"printed by J. Eddowes and J. Cotton: and sold by J. Waugh and W. Fenner; and J. Buckland, London,",004861390,T96447,CW120722328,K077667.000,CW3320722328
"The poetical calendar: Containing a collection of scarce and valuable pieces of poetry: ... by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.","Fawkes, Francis, 1720-1777.",1763-64.,London :,"printed by Dryden Leach; for J. Coote,",004897569,T146609,CW113522202,K113952.012,CW3313380558
"The tobacconist, a comedy: of two acts altered from Ben Johnson. Acted at the Theatres Royal in the Hay-market and Edinburgh. (With universal applause).","Gentleman, Francis, 1728-1784.",1771.,London :,"printed for J. Bell, and C. Etherington, at York,",004876618,T116074,CW115149321,K092930.000,CW3315149321
"A poem, sacred to the glorious memory of our late most gracious sovereign lord King George: ... By Richard Savage, ...","Savage, Richard, d. 1743.",1727.,Dublin :,"printed by S. Powell, for G. Risk, G. Ewing and W. Smith,",004807992,T42557,CW124763022,K041528.000,CW3324763022
"Lithotomia Douglassiana: or, an account of a new method of making the high operation, in order to extract the stone out of the bladder. ... Invented and successfully perform'd by John Douglas, surgeon.","Douglas, John, ca. 1680-1743.",1720.,London :,"printed for Tho. Woodward,",004807028,T41092,CW106948141,K040667.000,CW3306948141
The Irish widow: In two acts. As it is performed at the Theatre Royal in Drury-Lane.,"Garrick, David, 1717-1779.",1772.,London :,"printed for T. Becket,",004804655,T37396,CW113610623,K038439.000,CW3313610623
"A letter to Lord Onslow: as chairman of the meeting at Epsom, June 18, 1792, convened to address His Majesty on the late proclamation. By Thomas Paine.","Paine, Thomas, 1737-1809.",1792.,London :,"printed for J. Parsons,",004776454,N19662,CW105171511,K011684.000,CW3305171511
An ode on the death of Mr. Pelham:,"Garrick, David, 1717-1779.",1754.,London :,"printed: and sold by M. Cooper,",004807592,T41961,CW111594780,K041173.000,CW3311594780
"An history of England, in a series of letters from a nobleman to his son.:","Goldsmith, Oliver, 1730?-1774.",1764.,London :,"printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard,",004897229,T146101,CW101584531,K113610.001,CW3301584531
"A trip to the moon: Containing an account of the island of Noibla. Its inhabitants, religious and political customs, &c. By Sir Humphrey Lunatic, Bart.","Gentleman, Francis, 1728-1784.",1764.,York :,"printed by A. Ward, for S. Crowder; W. Bristow; J. Pridden and W. Griffin; G. Burnet; G. Woodfall; and J. Johnson, London; C. Etherington, in York; and W. Charnley, in Newcastle upon Tyne,",004883227,T124808,CW110497943,K099545.000,CW3310497943
"Poems; ludicrous, satirical and moral:","Kenrick, W. (William), 1725?-1779.",1768.,London :,"printed for J. Fletcher,",004850267,T81100,CW111239685,K066527.000,CW3311239685
"The captives a tragedy: as performed at the Theatre-Royal, Drury-Lane by the author of The royal suppliants.","Delap, J. (John), 1725-1812.",1786.,London :,"printed for T. Cadell,",004794998,T19925,CW114912337,K029769.000,CW3314912337
Observations on the three first volumes of the History of English Poetry. In a familiar letter to the author:,"Ritson, Joseph, 1752-1803.",1782.,London :,"printed for J. Stockdale, and R. Faulder,",004897545,T146579,CW113153502,K113928.000,CW3313153502
"An enquiry into the causes of the frequent executions at Tyburn: and a proposal for some regulations concerning felons in prison, and the good effects to be expected from them. ... By B. Mandeville, M.D:","Mandeville, Bernard, 1670-1733.",1725.,London :,"printed: and sold by J. Roberts,",004837131,T61379,CW105769247,K053357.000,CW3305769247
John the shopkeeper turned sailor; Part III:,"More, Hannah, 1745-1833.",[1796],[London] :,"Sold by J. Marshall, and R. White, London. By S. Hazard, Bath, and by all booksellers, newsmen, and hawkers in town and country,",004898421,T147994,CW116021693,K114806.000,CW3316021693
"Ulysses: a tragedy. As it is acted at the Queen's Theatre in the Hay-Market. By Her Majesty's sworn servants. Written by N. Rowe, Esq;.","Rowe, Nicholas, 1674-1718.",1706.,London :,"printed for Jacob Tonson,",004833267,T55545,CW113307330,K049483.000,CW3313307330
A King or a Consul? A new song to the tune of Derry down:,"More, Hannah, 1745-1833.",[1799?],Bath :,"printed and sold by S. Hazard: sold also by Messrs. Rivingtons; Hatchard, London; James, Bristol; and by all the booksellers in the United Kingdom,",004821147,T191935,CW115218548,K125296.000,CW3315218548
"An essay for abridging the study of physick. To which is added, A dialogue, ... relating to the practice of physick,:","Armstrong, John, 1709-1779.",1735.,London :,"printed for J. Wilford,",004794286,T18380,CW107472976,K029185.000,CW3307472976
"A voyage round the world. Containing an account of Captain Dampier's expedition into the South-Seas in the ship St George, in the years 1703 and 1704. ... Together with the author's voyage from Amapalla ... By William Funnell,:","Funnell, William.",1707.,London :,"printed by W. Botham, for James Knapton,",004904317,T52634,CW102517943,K047496.000,CW3302517943
"A second letter to the Bishop of Bangor: wherein his Lordship's notions of benediction, absolution, and church-communion are prov'd to be destructive of every institution of the Christian religion. To which is added, a postscript, in answer to the objections that have been made against his former letter. By William Law, ...","Law, William, 1686-1761.",1717.,London :,"printed for W. Innys,",004777676,N21770,CW123134549,K012749.000,CW3323134549
Curiosities in the Tower of London.:,"Boreman, Thomas, fl. 1730-1743.",1741.,London :,"printed for Tho. Boreman, London,",004878585,T118393,CW105223827,K094902.001,CW3305223827
"The pannel: As altered by J. P. Kemble. From Bickerstaff's translation of Calderon's El escondido y la trapada; and first acted at the Theatre Royal in Drury Lane, November 28th, 1788.","Kemble, John Philip, 1757-1823.",[1789?],London :,"printed for T. and J. Egerton,",004771420,N11949,CW117147912,K007216.000,CW3317147912
Critical observations on the sixth book of the Æneid:,"Gibbon, Edward, 1737-1794.",1794.,London :,"originally printed 1770. Reprinted,",004849593,T79684,CW112853821,K065850.000,CW3312853821
"A short history of drugs: &c. likewise china and lacquered ware the produce of the East-Indies. Published for the sole direction of the commanders and officers in that service. Who are allowed private-trade, homeward bound: ...",,1779.,London :,"printed for H. Adams,",004837060,T61268,CW103653480,K053286.000,CW3303653480
"Practical rules of diet in the various constitutions and diseases of human bodies: By John Arbuthnot, ...","Arbuthnot, John, 1667-1735.",1732.,London :,"printed for J. Tonson,",004889406,T133411,CW107893401,K105745.000,CW3307893401
"An account of the rise, progress, and state of the London Infirmary: supported by charitable and voluntary subscription, for the relief of sick and diseased manufacturers, seamen in merchant service, and their wives and children, from the first institution on the 3d of November 1740, to the 12th of May, 1742, inclusive.",London Hospital.,1742.,London :,"printed by H. Woodfall, jun.,",004784038,N43097,CW106189857,K017652.000,CW3306189857
"An elegy to the memory of the Right Honourable William, late Earl of Bath:","Kelly, Hugh.",1765.,London :,"printed for W. Nicoll,",004787301,N682,CW109538989,K000415.000,CW3309538989
"Sprigs of laurel: a comic opera. In two acts. As performed, with universal applause, at the Theatre-Royal, Covent-Garden. Written by John O'Keeffee [sic], ...","O'Keeffe, John, 1747-1833.",1793.,London :,"printed by H. S. Woodfall, for T. N. Longman,",004831914,T53504,CW110142392,K048130.000,CW3310142392
"The fanciad. An heroic poem. In six cantos. To His Grace the Duke of Marlborough, on the turn of his genius to arms:","Hill, Aaron, 1685-1750.",1743.,London :,"printed for J. Osborn,",004803443,T35353,CW114390574,K037240.000,CW3314390574
"Gleanings through Wales, Holland and Westphalia: with views of peace and war at home and abroad. To which is added Humanity; or the rights of nature. A poem, revised and corrected. By Mr. Pratt.","Pratt, Mr. (Samuel Jackson), 1749-1814.",1795.,London :,"printed for T. N. Longman, and L. B. Seeley,",004853688,T85828,CW100305205,K069955.001,CW3300305205
"The French flogged, or, the British sailors in America, a farce of two acts, as it was performed at the Theatre Royal, Covent-Garden:","Stevens, George Alexander, 1710-1784.",1767.,London :,"printed for J. Williams,",004842016,T68024,CW113905247,K058249.000,CW3313905247
"Ode by Dr. Samuel Johnson to Mrs. Thrale, upon their supposed approaching nuptials:","Boswell, James, 1740-1795.",1784.,London :,"printed for R. Faulder,",004796879,T2407,CW110267915,K021475.000,CW3310267915
Of the knowledge and characters of men: An epistle to the Right Honourable Richard Lord Viscount Cobham.,"Pope, Alexander, 1688-1744.",1734.,London [Edinburgh] :,"printed in the year,",004809297,T5710,CW110104143,K023163.000,CW3310104143
"Poems on several occasions: By Christopher Smart, ...","Smart, Christopher, 1722-1771.",1752.,London :,"printed for the author, by W. Strahan; and sold by J. Newbery,",004808051,T42626,CW113546773,K041581.000,CW3313546773
"A mechanical enquiry into the nature, causes, seat, and cure of the diabetes: With an explication of the most remarkable symptoms.",,1745.,Oxford :,"printed at the Theatre for James Fletcher; and sold by M. Cooper, London, Ben. Hickey in Bristol, and J. Leake at Bath,",004881308,T122054,CW108996570,K097626.000,CW3308996570
"Here and there or, this world and the next: Being suitable thoughts for the new year.","More, Hannah, 1745-1833.",[1800?],[London] :,"Sold by J. Evans, and Co.; and J. Hatchard. By S. Hazard, Bath,",004852959,T84913,CW113806330,K069226.000,CW3313806330
"Like master, like man: A comedy of two acts. Alter'd from Sir John Vanbrugh. As perform'd at the Theatre, in Smock-Alley.","King, Thomas, 1730-1805.",1766.,Dublin :,"printed by and for O. Adams and T. Ryder; and sold by P. Wilson, J. Exshaw; H. Saunders; and E. Watts,",004817955,T180177,CW115862931,K122077.000,CW3315862931
"The Countess of Salisbury: A tragedy. As it is performed at the Theatre Royal in the Hay-Market. By Hall Hartson, Esqr.","Hartson, Hall, d. 1773.",1767.,London :,"sold by W. Griffin,",004802754,T34218,CW112016568,K036554.000,CW3312016568
"The younger brother: a novel, in three volumes, written by Mr. Dibdin. ...","Dibdin, Charles, 1745-1814.",[1793],London :,"printed for the author, and sold at his warehouse,",004892630,T138147,CW116836330,K108983.003,CW3316958829
Henry: in four volumes. By the author of Arundel. ...,"Cumberland, Richard, 1732-1811.",1795.,London :,"printed for Charles Dilly,",004875941,T115224,CW111625947,K092252.004,CW3310897710
The happy waterman:,"More, Hannah, 1745-1833.",[1790],Dublin :,"sold by William Watson, and by the booksellers, chapmen and hawkers in town and country,",004904825,N71632,CW111614880,K019588.000,CW3311614880
"Poems and plays. By Oliver Goldsmith, M.B. To which is prefixed, the life of the author:","Goldsmith, Oliver, 1730?-1774.",1777.,[Dublin] :,"Printed for Wm. Wilson, Dublin,",004771299,N11805,CW109784895,K007102.000,CW3309784895
The heiress: A comedy in five acts. As performed at the Theatre-Royal Drury-Lane.,"Burgoyne, John, 1722-1792.",1786.,London :,"printed for J. Debrett,",004803887,T36080,CW115657260,K037679.000,CW3315657260
"The life of Dr. Oliver Goldsmith: written from personal knowledge, authentic papers, and other indubitable authorities. To which are added, such select observations, from various parts of this writer's works, as may tend to recreate the fancy, improve the understanding, and amend the heart.","Glover, Richard, 1712-1785.",1774.,London :,"printed for J. Swan,",004770705,N10927,CW100270888,K006560.000,CW3300270888
"Joanna of Montfaucon: a dramatic romance of the fourteenth century: as performed at the Theatre-Royal, Covent-Garden. Formed upon the plan of the German drama of Kotzebue: and adapted to the English stage by Richard Cumberland.","Cumberland, Richard, 1732-1811.",1800.,London :,"printed by Luke Hansard, for Lackington, Allen, & Co.,",004832797,T54929,CW114157741,K049013.000,CW3314157741
Love in a village; a comic opera: As it is performed at the Theatre Royal in Covent-Garden.,"Bickerstaff, Isaac, 1735-1812.",1763.,London :,"printed by W. Griffin; for J. Newbery, and W. Nicoll; G. Kearsly; T. Davies; and J. Walter,",004781647,N3119,CW110088372,K002009.000,CW3310088372
"An essay on man: being the first book of ethic epistles. To Henry St. John, L. Bolingbroke.","Pope, Alexander, 1688-1744.",1734.,London :,"printed by John Wright, for Lawton Gilliver,",004809206,T5607,CW114460581,K023079.000,CW3314460581
"The judgment of Paris: a masque. Written by Mr. Congreve. Set severally to musick, by Mr. John Eccles, Mr. Finger, Mr. Purcel, and Mr. Weldon.","Congreve, William, 1670-1729.",1701.,London :,"printed for Jacob Tonson,",004896038,T144407,CW112904376,K112418.000,CW3312904376
"A letter to the Earl of Shelburne: on his speech, July 10, 1782, respecting the acknowledgement of American independence. By Thomas Paine, ...","Paine, Thomas, 1737-1809.",1783.,[London] :,"Philadelphia printed. London reprinted: for J. Stockdale,",004809413,T5851,CW115793880,K023267.000,CW3315793880
"An epitome of the natural history of the insects of China: comprising figures and descriptions ... By E. Donovan, ...","Donovan, E. (Edward), 1768-1837.",1798.,London :,"printed for the author, by T. Bensley; and sold by White; Faulder; Bell, &c.,",004865820,T102037,CW109304396,K082105.000,CW3309304396
"Medical advice to the consumptive and asthmatic people of England: wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure proposed by Philip Stern, M.D.","Stern, Philip.",1771.,London :,"printed for J. Almon,",004782567,N3454,CW108193444,K002217.000,CW3308193444
"The life and surprizing adventures of Gilbert Langley, formerly of Serle-Street, near Lincoln's-Inn, goldsmith and jeweller, ... Written by himself in Maidstone Goal, whilst under sentence of death, for robbing John Springate of Feversham, of three farthings,:","Langley, Gilbert.",[1745?],London :,"printed by J. Webb,",004817859,T179880,CW102792410,K121980.000,CW3302792410
Night: An epistle to Robert Lloyd. By the author.,"Churchill, Charles, 1731-1764.",1761.,London :,"printed for the author; and sold by W. Flexney,",004808341,T43087,CW116667127,K041831.000,CW3316667127
"Lectures on rhetoric and belles lettres: By Hugh Blair, ... In three volumes. ...","Blair, Hugh, 1718-1800.",1783.,Dublin :,"printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, [and 8 others in Dublin],",004786433,N5887,CW116527364,K003643.002,CW3316527799
"Life; or, the adventures of William Ramble, Esq. With three frontispieces, designed by Ibbetson, ... and two new and beautiful songs, with the music by Pleyel and Sterkel. By the author of Modern times; or, the adventures of Gabriel Outcast. In three volumes.:","Trusler, John, 1735-1820.",1793.,London :,"printed for Dr. Trusler, and sold at the Literary Press,",004843805,T70718,CW110670597,K060044.001,CW3310670597
Elegies by Mr. Delap:,"Delap, J. (John), 1725-1812.",1760.,London :,"printed for R. and J. Dodsley,",004866454,T102891,CW113593877,K082740.000,CW3313593877
The candidate. A poem. By C. Churchill:,"Churchill, Charles, 1731-1764.",1764.,London :,"printed for the author; and sold by W. Flexney; G. Kearsly; C. Henderson; J. Coote; J. Gardiner; J. Almon; and A. Moran,",004793329,T1703,CW114396013,K020955.000,CW3314396013
"A new method of curing the apoplexy: With an appendix, containing some observations upon the use and abuse of physick. By John Catherwood, M.D.","Catherwood, John, b. 1686.",1715.,London :,"printed by J. Darby, for W. Taylor, J. Browne, and Edward Symon,",004837109,T61355,CW107115260,K053335.000,CW3307115260
"Priestcraft distinguish'd from Christianity. Shewing, I. That wicked priests are the real Antichrists mention'd in Scripture.:","Dennis, John, 1657-1734.",1715.,London :,"printed for J. Roberts,",004899376,T44301,CW119988088,K042546.000,CW3319988088
"Mr. Addison's dissertation upon the most celebrated Roman poets: Also an essay upon the Roman elegiac poets. By Major Pack. The third edition. To which is added, an essay upon Mr. Addison's writings. By R. Young, Esq;.","Addison, Joseph, 1672-1719.",1721.,London :,"printed for E. Curll,",004895429,T143098,CW115375767,K111807.000,CW3315375767
"The apotheosis of Punch; a satirical masque: with a monody on the death of the late Master Punch. As now performing at the Patagonian Theatre, Exeter- 'Change, with universal applause:","MacNally, Leonard, 1752-1820.",1779.,London :,"printed for J. Wenman; F. Newbery; and W. Thompson,",004841491,T67193,CW114921486,K057724.000,CW3314921486
A collection of the writings of the author of The true-born English-man.:,"Defoe, Daniel, 1661?-1731.",1703.,London :,"printed [for John How] in the year,",004844735,T71926,CW112696285,K060980.000,CW3312696285
"Answer of Philip Francis, Esq. to the charge brought against Sir John Clavering, Colonel George Monson, and Mr. Francis: at the bar of the House of Commons, on the fourth of February, 1788; by Sir Elijah Impey, Knight.","Francis, Philip, Sir, 1740-1818.",1788.,London :,"printed by J. Jarvis,",004855433,T88245,CW104157109,K071702.000,CW3304157109
Pastorals: After the simple manner of Theocritus. By Mr. Purney.,"Purney, Thomas, 1695-ca. 1727.",1717 [1716],London :,"printed for J. Brown, and R. Burleigh,",004883411,T125008,CW110105394,K099729.000,CW3310105394
"The triumvirate: or, the authentic memoirs of A. B. and C. In two volumes. ...","Griffith, Richard, d. 1788.",1764.,London :,"printed for W. Johnston,",004848374,T77690,CW109157745,K064630.002,CW3309158042
"Horæ lyricæ: Poems, chiefly of the lyric kind. In two books. ... By I. Watts.","Watts, Isaac, 1674-1748.",1706.,London :,"printed by S. and D. Bridge, for John Lawrence,",004851068,T82397,CW112026958,K067329.000,CW3312026958
"A select collection of poems: with notes, biographical and historical.:",,1780-82.,London :,"printed by and for J. Nichols,",004859333,T93622,CW115281335,K075606.002,CW3314728399
"A reply to The grand question debated: fully proving, that the soul of man is, and must be immortal. ... By Ontologos.","Kenrick, W. (William), 1725?-1779.",1751.,London :,"printed for F. Stamper and E. Downham,",004890957,T135617,CW111469829,K107298.000,CW3311469829
"An account of the manner of inoculating for the small pox in the East Indies: With some observations on the practice and mode of treating that disease in those parts. ... By J. Z. Holwell, F.R.S.","Holwell, J. Z. (John Zephaniah), 1711-1798.",1767.,London :,"printed for T. Becket, and P. A. De Hondt,",004794642,T18799,CW108598007,K029505.000,CW3308598007
The history of Mr. Fantom: the new fashioned philosopher and his man William.,"More, Hannah, 1745-1833.",[1797?],[London] :,"Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder, at Edinburgh,",004804074,T36432,CW116565091,K037864.000,CW3316565091
The eulogies of Howard. A vision:,"Hayley, William, 1745-1820.",1791.,London :,"printed for G.G.J. and J. Robinson,",004859610,T93972,CW111519587,K075884.000,CW3311519587
"The levellers: or, Satan's Privy-Council. A Pasquinade, in three cantos. The author, Hugh Hudibras, Esq.","Hudibras, Hugh.",1793.,[London?] :,"Printed by W. Browne (for the author), and sold by all the booksellers,",004871265,T109049,CW113966413,K087560.000,CW3313966413
Duke upon duke: an excellent new play-house ballad. Set to musick by Mr. Holdecombe.,"Pope, Alexander, 1688-1744.",1723.,London :,"printed for A. Moor, and sold by the booksellers,",004809147,T5536,CW113448874,K023024.000,CW3313448874
"The Roman revenge: A tragedy. By Aaron Hill, Esq;.","Hill, Aaron, 1685-1750.",1753.,[London] :,"Sold by M. Mechell, at the King's arms in Fleet-Street; and likewise to be had at the booksellers of London and Westminster,",004889227,T133179,CW113463543,K105564.000,CW3313463543
The mystery revealed; containing a series of transactions and authentic testimonials: respecting the supposed Cock-Lane ghost: which have hitherto been concealed from the public.,"Goldsmith, Oliver, 1730?-1774.",MDCCXLII [i.e.1762],London :,"printed for W. Bristow,",004882880,T124311,CW112073978,K099198.000,CW3312073978
Advice to the people of Great Britain: with respect to two important points of their future conduct. I. What they ought to expect from the King. II. How they ought to behave to him.,"Defoe, Daniel, 1661?-1731.",1714.,London :,"printed for J. Baker,",004840452,T65941,CW106191088,K056681.000,CW3306191088
