TITLE,AUTHOR,DATE,PUBPLACE,PUBLISHER,DLPS,ESTC,DocNo,TCP,GaleDocNo
"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh.","Blair, Hugh, 1718-1800.",1777 - 1801.,Edinburgh :,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",004904848,N71655,CW118415293,K019611.001,CW3318415293
"The second-sighted Highlander: or, predictions and foretold events: especially about the peace. By the famous Scots Highlander. Being ten new visions for the year 1713:","Defoe, Daniel, 1661?-1731.",[1713],[London] :,"Printed for, and sold by J. Baker, London,",004783010,N36606,CW104792656,K017106.000,CW3304792656
Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,"Vaughan, Thomas, fl. 1772-1820.",1781.,London :,"printed for, and sold by, J. Dodsley,",004845854,T73516,CW112721530,K062102.001,CW3312721530
"An occasional discourse, preached in the cathedral of St. Peter in York, January 27, 1788, on the subject of the African slave-trade. By W. Mason,:","Mason, William, 1725-1797.",1788.,York :,"printed by A. Ward for the author; and sold by J. Robson and W. Clarke; James Phillips, London; and J. Todd, and the rest of the booksellers in York,",004852633,T84490,CW121184553,K068899.000,CW3321184553
"The original power of the collective body of the people of England, examined and asserted:","Defoe, Daniel, 1661?-1731.",1702 [1701],London :,"printed in the year,",004834105,T56941,CW107401903,K050322.000,CW3307401903
Remarks on the bill to prevent frauds committed by bankrupts. With observations on the effect it may have upon trade:,"Defoe, Daniel, 1661?-1731.",1706.,London :,"printed in the year,",004834115,T56956,CW104773224,K050332.000,CW3304773224
"Remarkable occurrences in the life of Jonas Hanway, Esq: comprehending an abstract of such parts of his travels in Russia, and Persia, as are the most interesting; a short history of the rise and progress of the charitable and political institutions founded or supported by him; ... By John Pugh.","Pugh, John, attorney-at-law.",1787.,London :,"printed for the author by J. Davis, and sold by Payne and Son; Cadel; Sewel; and Flexney,",004847864,T76848,CW102510441,K064120.000,CW3302510441
"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ...","Radcliffe, Ann Ward, 1764-1823.",1794.,London :,"printed for G. G. and J. Robinson,",004837676,T62063,CW110966035,K053903.003,CW3311650827
"Continuation of the Complete history of England: By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1762-65.,London :,"printed for Richard Baldwin,",004833083,T55305,CW100677745,K049299.002,CW3301220698
"The dupe, a comedy. As it is now acting at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By the author of The discovery:","Sheridan, Frances Chamberlaine, 1724-1766.",1764.,London :,"printed for A. Millar,",004796940,T2474,CW114507625,K021529.000,CW3314507625
"Continuation of the Complete history of England: By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1762-65.,London :,"printed for Richard Baldwin,",004833083,T55305,CW100677745,K049299.003,CW3300678241
"A treatise on the passions, so far as they regard the stage; with a critical enquiry into the theatrical merit of Mr. G-k, Mr. Q-n, and Mr. B-y. The first considered in the part of Lear, the two last opposed in Othello:","Foote, Samuel, 1720-1777.",[1747],London :,"printed for C. Corbet,",004903771,T51655,CW110912934,K046949.000,CW3310912934
An ode on the peace: By the author of Edwin and Eltruda.,"Williams, Helen Maria, 1762-1827.",1783.,London :,"printed for T. Cadell,",004842885,T69317,CW112283474,K059122.000,CW3312283474
"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ...","Radcliffe, Ann Ward, 1764-1823.",1794.,London :,"printed for G. G. and J. Robinson,",004837676,T62063,CW110966035,K053903.002,CW3311946289
The choice spirits feast: a comic ode. By George Alexander Stevens.,"Stevens, George Alexander, 1710-1784.",1754.,London :,"printed by J. Towers,",004883644,T125298,CW113858924,K099962.000,CW3313858924
"The nabob: a comedy, in three acts. As it is performed at the Theatre-Royal in the Haymarket. Written by the late Samuel Foote, Esq. and now published by Mr. Colman.","Foote, Samuel, 1720-1777.",1778.,London :,"printed by T. Sherlock, for T. Cadell,",004794421,T18531,CW113299404,K029306.000,CW3313299404
Progress of flax-husbandry in Scotland:,"Kames, Henry Home, Lord, 1696-1782.",1766.,Edinburgh :,"printed by Sands, Murray, and Cochran,",004852649,T84512,CW109061315,K068915.000,CW3309061315
"A sermon preached before the Sons of the Clergy: in the Cathedral Church of St. Paul, on Thursday, April 16, 1752. By James Townley, ... To which is annexed, a list of the annual amount of the collection for this charity, from the year 1721.","Townley, James, 1714-1778.",1752.,London :,"printed for J. Whiston, and B. White,",004901589,T47830,CW120503293,K044761.000,CW3320503293
"The secrets of the invisible world disclos'd: or, an universal history of apparitions sacred and prophane, under all denominations; whether, angelical, diabolical, or human-souls departed. ... By Andrew Moreton, Esq; adorn'd with cuts.","Defoe, Daniel, 1661?-1731.",1729.,London :,"printed for J. Clarke, A. Millar, and J. Green,",004843894,T70844,CW121644466,K060137.000,CW3321644466
"An essay on genius. By Alexander Gerard, D.D.:","Gerard, Alexander, 1728-1795.",1774.,London :,"printed for W. Strahan; T. Cadell; and W. Creech at Edinburgh,",004857839,T91339,CW115407235,K074110.000,CW3315407235
"Inkle and Yarico: an opera, in three acts. As performed at the Theatre-Royal in the Hay-Market, on Saturday, August 11th, 1787. Written by George Colman, junior.","Colman, George, 1762-1836.",[1787],London :,"printed for G. G. J. and J. Robinson,",004789000,N965,CW108388839,K000592.000,CW3308388839
"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ...","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774.,Lynn :,"printed by W. Whittingham; and sold by R. Baldwin, London,",004781578,N30972,CW116997513,K016035.001,CW3316997513
More short-ways with the Dissenters:,"Defoe, Daniel, 1661?-1731.",1704.,London :,"printed in the year,",004802014,T32980,CW120385039,K035875.000,CW3320385039
Anecdotes of painting in England: with some account of the principal artists; and incidental notes on other arts; collected by the late Mr. George Vertue; and now digested and published from his original MSS. by Mr. Horace Walpole. The second edition. ...,"Walpole, Horace, 1717-1797.",1765-71 [1765-80],[Twickenham] :,"Printed by Thomas Kirgate at Strawberry-Hill,",004838453,T63190,CW106462425,K054680.001,CW3306462425
"The pedlar: A miscellany, in prose and verse, by C. I. Pitt. Author of the age a satire, ...","Dibdin, Charles, 1768-1833.",1796.,London :,"printed for Harrison & Co.,",004817121,T177428,CW115499849,K121233.000,CW3315499849
Essays and fragments: in prose and verse. By James Hay Beattie. To which is prefixed an account of the author's life and character.,"Beattie, James, 1735-1803.",1794.,Edinburgh :,"printed by J. Moir,",004885942,T128504,CW124764595,K102266.000,CW3324764595
Commentaries on the law of Scotland: respecting the description and punishment of crimes. By David Hume. ... In two volumes. ...,"Hume, David, 1757-1838.",1797.,Edinburgh :,"printed for Bell & Bradfute; and E. Balfour,",004863042,T98600,CW125424702,K079321.002,CW3324018022
"A supplement to the Faults on both sides: containing the compleat history of the proceedings of a party, ever-since the Revolution: in a familiar dialogue between Steddy and Turn-round, two displac'd officers of state. Which may serve to explain Sir Thomas Double; ...","Defoe, Daniel, attributed name. 1661?-1731,",1710.,[Dublin] :,"London: printed for J. Baker; and sold by M. Gunne, Dublin,",004819033,T183991,CW105697349,K123160.000,CW3305697349
"Astronomical principles of religion, natural and reveal'd: In nine parts: ... Together with a preface, of the temper of mind necessary for the discovery of divine truth; ... By William Whiston, ...","Whiston, William, 1667-1752.",1725.,London :,"printed for J. Senex, W. and J. Innys, J. Osborne, and T. Longman,",004876263,T115647,CW121350354,K092575.000,CW3321350354
A hymn to victory:,"Defoe, Daniel, 1661?-1731.",1704.,London :,"printed for J. Nutt,",004842144,T68188,CW110931626,K058377.000,CW3310931626
"Minutes of the negotiations: of Monsr. Mesnager at the court of England, towards the close of the last reign. ... Written by himself. Done out of French.","Defoe, Daniel, 1661?-1731.",1717.,London :,"printed for S. Baker,",004842929,T69384,CW100671965,K059166.000,CW3300671965
"My night-gown and slippers: or tales in verse. Written in an elbow-chair, by George Colman, the younger.","Colman, George, 1762-1836.",1797.,London :,"printed for T. Cadell, jun. and W. Davies,",004852614,T84470,CW117026571,K068880.000,CW3317026571
"A collection of novels and tales: written by that celebrated wit of France, the Countess d'Anois. In two volumes. ... Translated from the best edition of the original French, by several hands.","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1721.,London :,"printed for W. Taylor; and W. Chetwood,",004786309,N5684,CW116320554,K003537.002,CW3316320853
"The English garden: a poem. In four books. By W. Mason, M.A.","Mason, William, 1725-1797.",1781.,York :,"printed by A. Ward: and sold by J. Dodsley; T. Cadell; and R. Faulder, London: and J. Todd, in York,",004895750,T143945,CW117029256,K112129.000,CW3317029256
"The works, in verse and prose, of William Shenstone, Esq; vol. III: Containing letters to particular friends, from the year 1739 to 1763.","Shenstone, William, 1714-1763.",1769.,London :,"printed for J. Dodsley,",004891048,T135773,CW111266483,K107389.003,CW3311266483
A letter to the dissenters:,"Defoe, Daniel, 1661?-1731.",1714.,Dublin :,"re-printed by Edwin Sandys, for Robert Owen,",004840448,T65937,CW124571793,K056677.000,CW3324571793
"The ballance of Europe: or, an enquiry into the respective dangers of giving the Spanish monarchy to the Emperour as well as to King Philip, ...","Defoe, Daniel, attributed name. 1661?-1731,",1711.,Edinburgh :,"re-printed by James Watson,",004840438,T65920,CW104618829,K056667.000,CW3304618829
"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ...","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774.,Lynn :,"printed by W. Whittingham; and sold by R. Baldwin, London,",004781578,N30972,CW116997513,K016035.003,CW3316997897
"Peru, a poem. In six cantos. By Helen Maria Williams:","Williams, Helen Maria, 1762-1827.",1784.,London :,"printed for T. Cadell,",004899111,T43896,CW114875057,K042279.000,CW3314875057
"The devil to pay; or, the wives metamorphos'd: An opera. As it is perform'd at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by the author of The beggars wedding. With the musick prefix'd to each song.","Coffey, Charles, d. 1745.",1731.,London :,"printed for J. Watts,",004786917,N6403,CW107947349,K003912.000,CW3307947349
"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh.","Blair, Hugh, 1718-1800.",1777 - 1801.,Edinburgh :,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",004904848,N71655,CW118415293,K019611.002,CW3318415771
"Sermons for the general fast day: By the Rev James Murray, ...","Murray, James, 1732-1782.",1781.,London :,"printed for J. Adams; and sold by T. Axtell,",004857454,T90866,CW118936691,K073725.000,CW3318936691
The history of Scotland from the accession of the House of Stuart to that of Mary. With appendixes of original papers. By John Pinkerton. In two volumes.:,"Pinkerton, John, 1758-1826.",1797.,London :,"printed [by Bye and Law] for C. Dilly,",004860427,T95226,CW101064974,K076702.002,CW3301065506
Fashionable follies: A novel. Containing the history of a Parisian family. In two volumes. ...,"Vaughan, Thomas, fl. 1772-1820.",1781.,London :,"printed for, and sold by, J. Dodsley,",004845854,T73516,CW112721530,K062102.002,CW3312721836
"The mountaineers: a play, in three acts, as performed at the Theatre Royal, Hay-Market.","Colman, George, 1762-1836.",1794.,London :,"printed for the curious, and not sold by the booksellers in general,",004859455,T93793,CW113392061,K075728.000,CW3313392061
A brief history of the pacifick campaign in Flanders: anno 1712. And of the fatal cessation of arms. Shewing the traiterous steps then taken; ... By an officer in the army.,"Ellis, Thomas.",1715.,London :,"printed for J. Brker [sic],",004774195,N15457,CW107724353,K009732.000,CW3307724353
"Poems upon several occasions: To which are prefix'd, The judgment of Paris, a masque; and, Semele, an opera. By William Congreve.","Congreve, William, 1670-1729.",1752.,Dublin :,"printed for Peter Wilson,",004777369,N21247,CW112316412,K012484.000,CW3312316412
The history of the Jacobite clubs: with the grounds of their hopes from the p-t m-y: as also a caveat against the Pretender:,"Defoe, Daniel, attributed name. 1661?-1731,",1712.,London :,"printed for J. Baker,",004834081,T56907,CW105741290,K050298.000,CW3305741290
"A true state of the differences subsisting between the proprietors of Covent-Garden-Theatre: in anser to a false, scandalous, and malicious manuscript libel, exhibited on Saturday, Jan. 23, ... an to a printed narrative, signed by T. Harris and J. Rutherford. By George Colman.","Colman, George, 1732-1794.",1768.,London :,"printed for T. Becket; R. Baldwin; and R. Davis,",004795464,T20785,CW105602942,K030172.000,CW3305602942
The trade of Britain stated: being the substance of two papers published in London on occasion of the importation of wine and brandy from North-Britain.,"Defoe, Daniel, 1661?-1731.",1707],"[Edinburgh,",,004833222,T55488,CW105039354,K049438.000,CW3305039354
"Florizel and Perdita: A dramatic pastoral, in three acts. Alter'd from The winter's tale of Shakespear. By David Garrick. As it is performed at the Theatre Royal in Drury-Lane.","Garrick, David, 1717-1779.",1758.,London :,"printed for J. and R. Tonson,",004803624,T35625,CW106673451,K037417.000,CW3306673451
"Continuation of the Complete history of England: By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1762-65.,London :,"printed for Richard Baldwin,",004833083,T55305,CW100677745,K049299.001,CW3300677745
"The history and remarkable life of the truly honourable Col. Jacque: commonly call'd Col. Jack, who was born a gentleman, put 'prentice to a pick-pocket, was six and twenty years a thief, and then kidnapp'd to Virginia. Came back a merchant, married four wives, and five of them prov'd whores; ...","Defoe, Daniel, 1661?-1731.",1723.,London :,"printed, and sold by J. Brotherton; T. Payne; W. Mears, and A. Dodd; W. Chetwood; J. Graves; S. Chapman, and J. Stagg,",004782157,N33025,CW117144477,K016493.000,CW3317144477
"The judgment of Hercules, a poem. Inscrib'd to George Lyttelton Esq:","Shenstone, William, 1714-1763.",1741.,London :,"printed for R. Dodsley, and sold by T. Cooper,",004841120,T66761,CW110297135,K057352.000,CW3310297135
"Some particulars of the life of the late George Colman, Esq. Written by himself, and delivered by him to Richard Jackson, ... for publication after his decease:","Colman, George, 1732-1794.",1795.,[London] :,"Printed for T. Cadell, jun. and W. Davies, (successors to Mr. Cadell),",004902560,T49331,CW117402533,K045733.000,CW3317402533
"The Scotch medal decipher'd: and the new hereditary-right men display'd: or, remarks on the late proceedings of the Faculty of Advocates at Edinburgh, upon receiving the Pretender's medal. With an account of the laws which make those proceedings high-treason. To which the said proceedings are prefix'd.","Defoe, Daniel, attributed name. 1661?-1731,",1711.,London :,"printed for S. Popping,",004901119,T47194,CW100728150,K044290.000,CW3300728150
"Bon ton: or, high life above stairs. A comedy. In two acts. As it is performed at the Theatre Royal, in Drury-Lane.","Garrick, David, 1717-1779.",1775.,London :,"printed for T. Becket,",004796745,T22957,CW113610269,K031308.000,CW3313610269
"Sermons: by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh.","Blair, Hugh, 1718-1800.",1777 - 1801.,Edinburgh :,"printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London,",004904848,N71655,CW118415293,K019611.003,CW3318656320
"The gros mousqueton diplomatique; or Diplomatic blunderbuss: Containing, Citizen Adet's notes to the secretary of state. As also his cockade proclamation. With a preface, by Peter Porcupine.","Adet, Pierre-Auguste, 1763-1832.",Nov. 1796.,Philadelphia :,"Printed for, and sold by, William Cobbett, opposite Christ Church,",004829149,W20424,CW104181651,K134234.000,CW3304181651
"A collection of the best English poetry, by several hands .... In two vol's octavo:",,1717.,London :,"printed, and sold by T. Warner,",004809707,T71,CW114932759,K019851.002,CW3316754171
"The Earl of Douglas: an English story. From the French of the Countess D'Anois. In three volumes. By the translator of Dorval; Observations on the Greeks; Christiana, Queen of Sweden, &c, &c. ...","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1774.,Lynn :,"printed by W. Whittingham; and sold by R. Baldwin, London,",004781578,N30972,CW116997513,K016035.002,CW3316997704
"Proper lessons for the Tories: to be read throughout the year: but more particularly upon June 10. The birth-day of the Pretender, ... July 1. The day on which the battle of the Boyne (in Ireland) was fought; ... August 1. The crisis: or, the day of K. George's most happy accession to the crown. November 4. The day on which K. William ... was born; ...","Defoe, Daniel, attributed name. 1661?-1731,",1716.,London :,"printed, and sold by J. Roberts,",004822980,T201169,CW107953817,K127141.000,CW3307953817
"The note of hand: or, trip to Newmarket. As it is acted at the Theatre-Royal in Drury-Lane.","Cumberland, Richard, 1732-1811.",1774.,London :,"printed for T. Becket,",004769820,N10003,CW110405156,K005784.000,CW3310405156
"Lessons for children, from two to three years old:","Barbauld, Mrs. (Anna Letitia), 1743-1825.",1787.,London :,"printed for J. Johnson,",004885526,T127922,CW120057293,K101847.000,CW3320057293
Commentaries on the law of Scotland: respecting the description and punishment of crimes. By David Hume. ... In two volumes. ...,"Hume, David, 1757-1838.",1797.,Edinburgh :,"printed for Bell & Bradfute; and E. Balfour,",004863042,T98600,CW125424702,K079321.001,CW3325424702
"The fortunate mistress: or, a history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards call'd the Countess de Wintselsheim, in Germany. Being the person known by the name of the Lady Roxana, in the time of King Charles II.","Defoe, Daniel, 1661?-1731.",1724.,London :,"printed for T. Warner; W. Meadows; W. Pepper; S. Harding; and T. Edlin,",004843735,T70630,CW112596549,K059973.000,CW3312596549
"Travels in Switzerland: and in the country of the Grisons: in a series of letters to William Melmoth, Esq. from William Coxe, ...","Coxe, William, 1747-1828.",1794.,London :,"printed for T. Cadell,",004889790,T133962,CW102419783,K106130.001,CW3302419783
"Some national grievances, viz. The unequalness of court preferments. The keeping up the army. The S------l Act. ... Considered and fairly represented in a letter to R--- W--- Esq:","Defoe, Daniel, 1661?-1731.",1717.,London :,"sold by E. Smith,",004834190,T57072,CW106062878,K050407.000,CW3306062878
"Secret memoirs of the Duke and Dutchess of O::::: intermix'd with the amorous intrigues and adventures of the most eminent princes of the court of France. Written by Madam d'Aunoy, author of The ladies travels into Spain. Made English from the Paris edition:","Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1708.,London :,"printed for S. B. R. Burrough and J. Baker E. Curll, E. Sanger, and A. Collins, and sold by J. Morphew,",004778063,N22463,CW112314844,K013085.000,CW3312314844
"The Cherokee: an opera, as performed at the Theatre-Royal, Drury-Lane. By the author of The haunted tower.","Cobb, James, 1756-1818.",1795.,London :,"printed in the year,",004800280,T30558,CW110560773,K034294.000,CW3310560773
"An abridgment of the letter of the Right Honourable Edmund Burke to a gentleman in Paris, on the revolution in France:","Burke, Edmund, 1729-1797.",1791.,London :,"printed for J. Debrett,",004898492,T148217,CW102500218,K114877.000,CW3302500218
"A fourth essay, at removing national prejudices; with some reply to Mr. H---dges and some other authors, who have printed their objections against an Union with England:","Defoe, Daniel, 1661?-1731.",1706.,[Edinburgh?] :,"Printed in the year,",004844738,T71929,CW104921500,K060983.000,CW3304921500
"The pastoral care. By the late Alexander Gerard, D.D. ... Published by his son and successor, Gilbert Gerard,:","Gerard, Alexander, 1728-1795.",1799.,London :,"printed for T. Cadell jun. and W. Davies; and A. Brown, at Aberdeen,",004857856,T91358,CW118680977,K074127.000,CW3318680977
"The perplex'd lovers. A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. Written by Mrs. Susanna Cent-livre:","Centlivre, Susanna, 1667?-1723.",1712.,London :,"printed for Owen Lloyd, near the CHurch in the Temple; William Lewis, under Tom's Coffee-House in Covent-Garden; John Graves, next White's Chocolate-House in St. James-Street; and Tho. Harbin, in the lower walk of the New-Exchange in the Strand,",004899100,T43876,CW113538632,K042268.000,CW3313538632
"An impartial history of the present war in America: containing an account of its rise and progress, the political springs thereof, with its various successes and disappointments, on both sides. By the Rev. James Murray, ...","Murray, James, 1732-1782.",[1778],London :,"printed for R. Baldwin; N. Frobisher, York; T. Robson, Newcastle upon Tyne; Bayne and Mennons, Edinburgh; and Dunlop and Wilson, Glasgow,",004856826,T90018,CW100407257,K073096.002,CW3300955967
"The birth-day of folly: an heroi-comical poem, by Peter: with notes variorum, for the illustration of historical passages relating to the hero of the poem, and other remarkable personages.","Stevens, George Alexander, 1710-1784.",1755.,London :,"printed for M. Cooper,",004774331,N15637,CW110436916,K009856.000,CW3310436916
"Select discourses upon several important subjects: By James Murray, ...","Murray, James, 1732-1782.",1765.,Newcastle :,"printed by T. Slack,",004822311,T196624,CW122158057,K126465.000,CW3322158057
The adventures of Ferdinand Count Fathom: By the author of Roderick Random. In two volumes. ...,"Smollett, Tobias George, 1721-1771.",1753.,London :,"printed for W. Johnston,",004833072,T55294,CW115596504,K049288.001,CW3315596504
"The antiquities of Berkshire: By Elias Ashmole, Esq; With a large appendix ... and a particular account of the castle, college, and town of Windsor. In three volumes.","Ashmole, Elias, 1617-1692.",1719.,London :,"printed for E. Curll,",004894142,T140219,CW100108443,K110512.002,CW3300108771
Polly Honeycombe: a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.,"Colman, George, 1732-1794.",1760.,London :,"printed for T. Becket; and T. Davies,",004899194,T44027,CW109974452,K042362.000,CW3309974452
The orators: As it is now performing at the New Theatre in the Hay-Market. Written by Mr. Foote.,"Foote, Samuel, 1720-1777.",1762.,London :,"printed for J. Coote; G. Kearsly; and T. Davies,",004898814,T43347,CW110245999,K041981.000,CW3310245999
"The history and antiquities of the county palatine, of Durham: by William Hutchinson ...","Hutchinson, William, 1732-1814.",1785-94.,Newcastle :,"printed for Mr. S. Hodgson; & Messrs: Robinsons, London,",004863773,T99505,CW102806848,K080052.003,CW3302864313
"Continuation of the Complete history of England: By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1762-65.,London :,"printed for Richard Baldwin,",004833083,T55305,CW100677745,K049299.004,CW3300678729
"The trade to India critically and calmly consider'd: and prov'd to be destructive to the general trade of Great Britain, as well as to the woollen and silk manufactures in particular.","Defoe, Daniel, 1661?-1731.",1720.,London :,"printed for W. Boreham,",004834141,T56989,CW104349114,K050358.000,CW3304349114
"The lyar: A comedy in three acts. As it is performed at the Theatre in the Hay-Market. By Samuel Foote, Esq;.","Foote, Samuel, 1720-1777.",1764.,London :,"printed for G. Kearsly,",004794437,T18547,CW109733056,K029321.000,CW3309733056
"Epistle from the Honourable Charles Fox: partridge-shooting, to the Honourable John Townshend, cruising.","Tickell, Richard, 1751-1793.",1779.,London :,"printed for R. Faulder,",004798651,T27764,CW112997386,K032876.000,CW3312997386
The ingenious and diverting letters of the lady's ---- [sic] travels into Spain: ... being the truest and best remarks extant on that court and country.,"Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705.",1706.,London :,"printed for and sold by Samuel Crouch,",004879418,T119486,CW111163761,K095735.000,CW3311163761
"Continuation of the Complete history of England: By T. Smollett, M.D. ...","Smollett, Tobias George, 1721-1771.",1762-65.,London :,"printed for Richard Baldwin,",004833083,T55305,CW100677745,K049299.005,CW3302379504
"Memoirs of Miss Sidney Bidulph: extracted from her own journal, and now first published. In two volumes. ...","Sheridan, Frances Chamberlaine, 1724-1766.",1761.,Dublin :,"printed by and for G. Faulkner,",004839541,T64723,CW109135034,K055770.001,CW3309135034
"A genuine and authentick history of the life and character of Samuel Goodere, Esq; (late commander of the Ruby,) who was executed at Bristol on Wednesnesday [sic] the 15th of April, 1741, for the unnatural murder of his own brother Sir John Dinely Goodere, Bart.:","Foote, Samuel, 1720-1777.",[1750?],London :,"printed, and sold at the pamphlet-shops, and by the news sellers in town and country,",004819855,T186497,CW114800046,K123989.000,CW3314800046
"Oppian's Halieuticks: of the nature of fishes and fishing of the ancients in V. books. Translated from the Greek, with an account of Oppian's life and writings, and a catalogue of his fishes.","Oppian, fl. 2nd cent.",1722.,Oxford :,"printed at the Theater, an. Dom.,",004893294,T139002,CW107308585,K109653.000,CW3307308585
"The antiquities of Berkshire: By Elias Ashmole, Esq; With a large appendix ... and a particular account of the castle, college, and town of Windsor. In three volumes.","Ashmole, Elias, 1617-1692.",1719.,London :,"printed for E. Curll,",004894142,T140219,CW100108443,K110512.003,CW3300872393
The portrait; a burletta: As it is performed at the Theatre Royal in Covent-Garden. The music by Mr. Arnold.,"Colman, George, 1732-1794.",MCCCLXX [1770],London :,"printed for T. Becket and Co.,",004899234,T44087,CW110293135,K042402.000,CW3310293135
The expedition of Humphry Clinker: By the author of Roderick Random. In three volumes. ...,"Smollett, Tobias George, 1721-1771.",MDCLXXI [1771],London :,"printed for W. Johnston; and B. Collins, in Salisbury,",004833098,T55323,CW113086522,K049314.001,CW3313086522
"An essay on the hereditary and indefeasible right of kings. Composed in the year 1745, by Lord Kames:","Kames, Henry Home, Lord, 1696-1782.",1797.,Edinburgh :,"printed by Thomas Maccliesh and Co.,",004802257,T33371,CW103854700,K036080.000,CW3303854700
[Collection of poetical and other trifles by James Townley Esqr. Master of Ceremonies at Ramsgate.]:,"Townley, James, Master of the ceremonies at Ramsgate.",1785 - 1807],"[Ramsgatæ,",,004904846,N71653,CW112538501,K019609.000,CW3312538501
"The pious convert: or, a serious exhortation to turn unto God. A fast-sermon: preached at Edengale, near Lichfield, in the county of Stafford, January 7. 1746-7. ... By Thomas Vaughan, ...","Vaughan, Thomas, b. 1689 or 1790.",1747.,London :,"printed for the author: and are to be sold by William Sandby,",004867532,T104208,CW120474545,K083820.000,CW3320474545
"Imperial gratitude, drawn from a modest view of the conduct of the Emperor Ch...es VI. and the King of Spain Ch...es III. ... Being a farther view of the deficiencies of our confederates:","Defoe, Daniel, 1661?-1731.",1712.,London :,"printed in the year,",004834088,T56917,CW105248607,K050305.000,CW3305248607
"The songs, &c. in The cabinet of fancy: or, Evening exhibition: As it is performed at the Theatre-Royal in the Hay-market.","Stevens, George Alexander, 1710-1784.",1780.,London :,"printed for R. Snagg,",004777275,N21148,CW117132541,K012397.000,CW3317132541
"Philosophical principles of natural religion: containing the elements of natural philosophy, and the proofs for natural religion, arising from them. By George Cheyne,:","Cheyne, George, 1673-1743.",1705.,London :,"printed for George Strahan,",004849085,T78856,CW119653895,K065342.000,CW3319653895
"The works of Richard Savage: Esq. son of the Earl Rivers. With an account of the life and writings of the author, by Samuel Johnson, LL.D. in two volumes. ...","Savage, Richard, d. 1743.",1775.,London :,"printed for T. Evans,",004865644,T101827,CW113168224,K081929.002,CW3313168530
A letter to Mr. Bisset: eldest brother of the collegiate church of St. Catherines; in answer to his remarks on Dr. Sacheverel's sermon.,"Defoe, Daniel, 1661?-1731.",1710.,[Edinburgh] :,"London printed, and Edinburgh re-printed by J. M. [John Moncur],",004817846,T179843,CW123520639,K121967.000,CW3323520639
"Teraminta. An opera: As it is perform'd at the Theatre Royal in Lincoln's-Inn Fields. Written by Mr. Carey, and set to musick by Mr. John Christopher Smith.","Carey, Henry, 1687?-1743.",1732.,London :,"printed by J. Watts; and sold by John Shuckburgh,",004834780,T57979,CW106431239,K050998.000,CW3306431239
Lessons for children: of three years old. ...,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1779.,Dublin :,"printed and sold by R. Jackson,",004895295,T142785,CW120376494,K111672.002,CW3320376578
The deserted village: a poem. By Dr Goldsmith.,"Goldsmith, Oliver, 1730?-1774.",1770.,London :,"printed for W. Griffin,",004897679,T146769,CW114134914,K114062.000,CW3314134914
"Agamemnon: A tragedy. Acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By Mr. Thomson.","Thomson, James, 1700-1748.",1738.,London :,"printed for, and sold by A. Millar,",004795662,T21112,CW110068595,K030342.000,CW3310068595
"An introduction to the doctrine of fluxions: and defence of the mathematicians against the objections of the author of the Analyst, ...","Bayes, Thomas, attributed name. d. 1761,",1736.,London :,"printed for J. Noon,",004886134,T128788,CW107622994,K102459.000,CW3307622994
